Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Portman Dental Care Ltd
3.9",Business Intelligence Analyst,United Kingdom,£75K - £80K (Employer Est.),-1,501 to 1000 Employees,2009,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,3.7,3.7,4.0,3.7,"We have a newly created vacancy for a Business Intelligence Analyst to join our Business Systems team. This position offers you the opportunity to work on a hybrid basis - splitting your week between working from home and our central support office in Cheltenham - or potentially fully remotely, with occasional visits to the office for team meetings.
About the role
We have created a company-wide Data Warehouse containing operational and financial data from a variety of systems and sources, which then feeds a Business Intelligence Tool (Microsoft PowerBI) and delivers information to selected Portman users via Dashboards. The Data Warehouse is built in Google BigQuery and hosted in the cloud. The underlying data is extracted automatically from over 200 separate sources, including Azure Active Directory, and refreshed daily. In future, Portman intends to use the Data Warehouse to automate and distribute standard monthly, weekly, and possibly daily reports;
We have an ongoing partnership agreement with a Data Analytics consultancy for maintenance, support and development of the Data Warehouse Environment as we grow, however there is potential to bring this in-house in the future. This consultancy has helped Portman develop and set up the Data Warehouse solution itself, providing the connectors that extract data from each of our Practice Management Software systems and other systems - as well as aggregating and transforming this data within the Data Warehouse. The Business Intelligence Team at Portman are the functional owners of the Data Warehouse and are responsible for its future development and deployment.
In this role, you'll will work closely with the Business Intelligence function to drive the current deployment and future development of our company-wide Data Warehouse. As such, some of your key responsibilities will include:
Overseeing the ongoing maintenance and housekeeping of the company-wide Portman Data Warehouse, liaising with all Functions within Portman, and particularly with Finance, People (HR), Operations, Marketing and IT
Working with other Business Intelligence Team members and Portman’s third-party data consultant partners regarding the development of incremental content within the Portman Data Warehouse, while also working to develop the overall solution architecture for BI
Helping to define requirements and shape the content for future automated daily, weekly and monthly reporting from the Data Warehouse, working both with the report functional owners, and other members of the Business Intelligence Team
Developing enriched content within Portman’s analysis dashboards using Microsoft PowerBI to author queries, datasets, visuals and reports
Championing and facilitating the use of the Portman Data Warehouse across the business, leading by example
Ensuring that all agreed reports are produced from the Data Warehouse in a timely manner and sent to the relevant recipients on a working-daily basis, investigating any queries raised by the recipients of the reports, and liaising with the rest of the Business Intelligence Team where appropriate to find solutions
Engaging in peer reviews to validate data and test others work before deployment
Being passionate about solving problems with complete and well-organised data, providing ‘the best version of the truth’ to Portman stakeholders as information for decision-making
Undertaking ad hoc analytical projects using data from the Portman Data Warehouse – either as requested by the business, or by using own initiative
About you
As you'll be driving the current deployment and future development of our company-wide Data Warehouse, this is a key role for our Business Systems team. As such, we welcome your application if you are/have the following:
Microsoft PowerBI to an Intermediate to Advanced level including understanding and writing DAX
A background in producing regular reporting
Data visualisation and analytics experience, for example using Microsoft SSRS, Google Data Studio, Tableau or PowerBI
Experience of data warehouses with knowledge and ability of reading and writing SQL
In-depth understanding of database design and management
Broad level of commercial awareness, and the information needs of different functions within a business
Strong communication skills, including the ability to simplify the complex, communicate clearly and unambiguously, and explain technical things to non-technical people;
Strong attention to detail, focused on the delivery of a first-class service;
What’s in it for you
Portman Dental Care is a high growth, fast-paced business which means that there are lots of opportunities to progress and develop your career with us. In addition, we offer:
A true hybrid working model with flexibility to split your week between working from home and from the office.
Bonus scheme - our colleagues are key to Portman’s success, so you’ll be entitled to a bonus based on some key metrics, including business performance
25 days holiday plus bank holidays and additional time off for any special days e.g., your birthday, child’s first day at school, getting married, moving house or a charity day
Opportunity to buy up to an additional 3 annual leave days per year
Enhanced maternity and paternity leave
Life assurance
Contributory pension scheme
Dental cover – one free check-up and hygienist appointment per year
Employee Assistance Programme - 24/7, 365 days a year confidential helpline and counselling service providing help and advice on a range of issues
Cycle to work scheme
Benefits platform with access to discounted shopping, cinema, and much more
About Portman Dental Care
It’s an exciting time at Portman Dental Care. Backed by private equity, we are now the largest privately focused dental group in the UK: we have grown to over 220 practices in 12 years and aim to be the UK’s leading dental brand. We have a further circa 50 practice across the Nordics, the Republic of Ireland and Benelux, and ambitious plans for continued growth in the UK and internationally. Through this growth, our ethos remains simple and strong – we focus on treating others as we would want to be treated ourselves. We continue to scale our business and expect our rapid growth to continue over the coming years.
If you would like to find out more about this Business Intelligence Analyst opportunity or to find out about other opportunities at Portman, please press apply. Alternatively, please feel free to share this opportunity with friends or colleagues.
IND003
Show Less
Report"
"Janus Henderson
4.2",Business Analyst (Fixed Term Contract),"London, England",£75K - £80K (Employer Est.),"£79,853 /yr (est.)",1001 to 5000 Employees,2017,Company - Public,Stock Exchanges,Finance,Unknown / Non-Applicable,3.6,4.1,4.1,3.6,4.3,"Why work for us?


Janus Henderson is a leading global active asset manager. We exist to help our clients achieve their long-term financial goals. Our team exemplifies our values of putting clients first, acting like owners and succeeding as a team. Our culture is high-energy, collaborative, and forward-thinking with opportunities to grow in an exciting career. We invite you to consider joining our dynamic, global team!

Our culture is the foundation for how we interact with clients and one another as part of our unique, people-focused work environment. We support a flexible hybrid working model that allows teams to build a strong and positive culture by inspiring innovation and increasing collaboration. Currently our hybrid working model allows employees to work 3 or more days in office and the remaining time remotely.

Employees and Managers will discuss and determine what schedule works best for them and the team, with additional flexibility available based on the role, business needs, and individual circumstances. JHI Workplace Practices is subject to change as the future of work within our organization evolves.

Your opportunity

Reporting to the Programme Manager, this role will support delivery of ESG projects as directed by the programme manager. The work will require cross-functional engagement with the business to deliver ESG Engagement project under the Governance and Stewardship pillar.
Document Management – Maintain project documentation in a well-structured channel in Teams;
Design and facilitate workshops to document current and target state process maps;
Documenting current and target state processes accurately and to the level of detail required;
Lead the delivery of change identified as a result of business analysis in some scenarios;
Development of BAU operating models to ensure any change implemented throughout the project is successfully sustained;
Canvassing stakeholder views/opinions from a broad range of internal teams, including operations, sales, client account management, investments, financial crime compliance and legal;
Creation and amendment of team management artefacts, including team procedures; controls; internal reporting templates and processes; terms of reference; toolsets; record management;
Producing training material and/or assisting in the delivery of, where appropriate;
Liaison with our outsourced third-party administrator to agree details of change requests;
Liaison with third party due diligence vendor to establish target state processes;
Liaison with business subject matter experts and technology teams to document business requirements for changes to the relevant applications;
Source, cleanse and organize relevant datasets to form a comprehensive view of the scope for remediation work;
Share created processes with the Business Change and Transformation Team to enable to a central catalogue of relevant processes to be available.
Carry out other duties as assigned

What to expect when you join our firm

Hybrid working and reasonable accommodations
Generous Holiday policies
Excellent Health and Wellbeing benefits including corporate membership to ClassPass
Paid volunteer time to step away from your desk and into the community
Support to grow through professional development courses, tuition/qualification reimbursement and more
All-inclusive approach to Diversity, Equity and Inclusion
Maternal/paternal leave benefits and family services
Complimentary subscription to Headspace – the mindfulness app
All employee events including networking opportunities and social activities
Lunch allowance for use within our subsidized onsite canteen

Must have skills

Robust and proven track record as a business analyst
Strong Microsoft office skills including Teams, Project, Excel, Word and PowerPoint
Able to work in a matrix management environment
Highly organised with excellent communication skills
Excellent stakeholder management skills – the ability to work across all levels of the organization
A rolled-up sleeve positive and delivery focused approach

Nice to have skills

For the initial assignment, it would be beneficial to have some experience working with data mapping and identification
Experience with Microsoft Visio preferred
Aligned Project Certifications preferred
Background in financial services (ideally asset management)

Supervisory responsibilities

No

Potential for growth

Mentoring
Leadership development programs
Regular training
Career development services
Continuing education courses

Janus Henderson (including its subsidiaries) will not maintain existing or sponsor new industry registrations or licenses where not supported by an employee’s job functions (as determined by Janus Henderson at its sole discretion).

All applicants must be willing to comply with the provisions of Janus Henderson Investment Advisory Code of Ethics related to personal securities activities and other disclosure and certification requirements, including past political contributions and political activities. Applicants’ past political contributions or activity may impact applicants’ eligibility for this position. Janus Henderson is an equal opportunity /Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. All applications are subject to background checks.
Apply Now: click Apply Now
Show Less
Report"
Miryco Consulting,Junior Data Analyst,"London, England",£75K - £80K (Employer Est.),"£47,500 /yr (est.)",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"London, UK
£40,000 - £55,000

Boutique Fund of Hedge Funds – Excellent opportunity for a Junior Data Analyst to sit within a high quality Data team, focusing on all data analysis, systems, applications, reporting and quantitative analysis for the fund, and additionally collaborate with Finance, Ops, and Marketing relative to their data strategy and data requirements.
Show Less
Report"
"AAT
3.6",Data Reporting Analyst,"London, England",£75K - £80K (Employer Est.),"£37,483 /yr (est.)",201 to 500 Employees,1980,Non-profit Organisation,Accounting & Tax,Finance,$25 to $50 million (USD),3.2,3.4,3.7,2.6,4.1,"AAT is the UK’s leading qualification and professional membership body for vocational accountants. We pride ourselves on providing practical qualifications that meet the needs of both employers and employees.
Term: Fixed Term Contract till 30/09/2024
Hours: Full time (35 hours per week)
Salary: £33,965 - £41,000 per annum
Location: We have hybrid working in place, with 1-2 days per week, in our office in Canary Wharf.
Job Description: Job Description Data Reporting Analyst.pdf
*
What exactly will you be doing?*
As the Data Reporting Analyst, you will support the data and information needs of AAT through the continued development and delivery of SSRS and Power BI paginated reports.
*
Major objectives*
The key objectives for the role are:
Lead reporting for specific projects
Review and modernise the existing library of reports, reducing the number of reports in the process
Provide support to the Data Development Manager as required
What are we looking for?
Knowledge and application of SSRS and SQL
Prior experience in creating a variety of complex SSRS and/or Paginated reports
Prior knowledge and experience using Azure Synapse and Azure Data Factory.
Experience working with complex data sets
Prior experience in creating and maintaining complex SQL objects such as views, stored procedures, functions, common table expressions and SQL Agent jobs, relating to automated processes
Ability to deal with complex environments and being able to translate requirements into action
What are the benefits?
At AAT we believe in treating our staff well and this is reflected in our wide-ranging benefits, which include:
Hybrid working (1-2 days per week in our London office) and opportunities for further flexible working
25 days’ annual leave, increasing one day per year up to a maximum of 30 days plus bank holidays
Great pension scheme, life assurance, and critical illness cover
Health cash plan
Regular wellbeing initiatives and fresh fruit in the office
Enhanced maternity and shared parental leave contributions of up to 6 months’ full pay depending on the length of service
Cycle2Work scheme and much more
Closing Date: The planned closing date for this role is 25 January 2023 at 17.00, however, we reserve the right to close the role earlier than planned.
It’s an exciting time to join AAT and we would love you to join us on our journey. In 2022 we achieved one-star company status in the Best Companies survey, and we are currently developing our strategy to 2030.
We are committed to being an inclusive and welcoming place to work. We encourage applications from diverse candidates and make recruitment decisions based on skill and experience. We have a Diversity and Inclusion (D&I) Champions group, which leads on our D&I strategy and organise events to celebrate and raise awareness. We are a disability-confident committed employer and have signed up to the Race at Work Charter. We have also signed up for the Women in Finance Charter, and in 2022 we exceeded our target for appointing females into senior positions.
Come and help us to make AAT an even better place to work!
*
Interested?*
To apply please submit a copy of your CV and covering letter. Please note, that applications without a covering letter will not be considered.
If you have a disability, need further support, or reasonable adjustments to assist you in our process, please contact us at hr.enquiries@aat.org.uk or by calling 0207 735 2468 and asking for a member of the HR team.
Job Type: Full-time
Salary: £33,965.00-£41,000.00 per year
Show Less
Report"
"Element Human
3.4",Media Insights Data Analyst,"London, England",£75K - £80K (Employer Est.),"£42,500 /yr (est.)",1 to 50 Employees,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,2.8,2.8,3.4,3.4,2.8,"About Element Human
Hello! Are you a data analyst who loves to work with data to uncover amazing insights on consumer behaviour? We should talk!
Element Human is a tech company that has built incredible new insight tools for the media industry, to help the world's biggest media platforms, agencies and brands understand their audiences more than ever before.

Across TV, online and social, Element Human has developed a multi-method approach to audience analysis that employs facial coding, eye-tracking, implicit association, and brand metrics. Our global client base includes media platforms that are household names, top performing media agencies, and globally successful brands. Our clients test their content - whether TVC's, branded content, social posts, pre-rolls or other - using our all in one dashboard, and use the insight to fine tune campaigns, generate creative ideas, and produce end of campaign reports.
Element Human is an example of the incredible contribution that machine learning and AI can bring to traditional research methods. Our solution makes time-consuming and costly methodologies easy: setup is simple, fieldwork runs automatically, results are processed and delivered straight to our dashboard or via our API, and the whole process is extremely cost efficient.
We're constantly innovating and pushing technology as hard as we can to build the future of ad and content measurement.

Role
We are looking for a Data Analyst to join our growing Research team at Element Human. Our Research team do the following:

Conduct bespoke research for our clients who need support with creative and ad testing.
Analyse the incredible dataset of thousands of creative tests we have, allowing us to produce unique thought leadership research, to help answer big questions for the industry about consumer engagement with content.
3. Work closely with our Product team to ensure our methodologies are tight and we're evolving our Product in a way that is relevant for our media clientbase, and allows us to access and analyse the data in the ways that we need to.
4. Collaborate with our Customer Success team on tests that are running, ensuring things are on time and to spec, and our Clients have all the information they need.
Your role reports to the Research Director and collaborates within the team to produce bespoke analysis and reports for Element Human clients, and to explore and analyse the unique dataset that we have. That means bringing together survey data, emotion time-series, implicit association scores, eye-tracking, and attention scores, across thousands of consumer tests from around the world.

Our testing platform measures how people respond to content, and what that means for their attitudes and behaviour. Having this data allows us to unearth incredible insights to share with the media industry:

What emotion delivers best engagement in the US for sustainability brands?
Which social platform holds attention longer amongst older audiences?
Should an ad start with a strong emotion hook, or end with one?

The answers to these questions and more lie in our data - you just need to reveal it. Giddy with excitement? Can't wait to dive in? Then this is the job for you.

What You'll Do
Here is what you'll do as a Data Analyst for Element Human:
Analyse data produced from Element Human tests for bespoke client projects - combining data sets, analysing results, applying weights, processing/restructuring datasets, charting and reporting as required. Our data is in the form of:
Survey data
Time-series emotion data (aggregated across groups)
Implicit association tests (individual and aggregated)
Eye-tracking results
Dwell time (attention) scores
Conducting internal analysis projects, looking for meta-trends across our entire database for the purpose of industry thought-leadership.
Collaborating with the Product and Customer Success teams to ensure projects are set up correctly and carried out on time and to spec.
Consult with Product and Data Science on ways to improve our methodologies and the structure & retrieval of our data collection for effective and speedy analysis.


Who You Are
You are an inclusive human and generally awesome fun to work with. You’ll be in good company!
Minimum 3 years experience working in data analysis roles; preferably in the media and/or digital advertising industries.
Relevant academic training (eg: market research, statistics, psychology, research methods, economics, consumer behaviour, marketing, or other).
Skilled at analysing and reporting on audience data, such as survey data, digital analytics and biometrics.
Skilled at statistical analysis techniques such as correlation, regression, ANOVA, segmentation analysis, cluster analysis.
Competent at data visualisation, including dataviz tools such as Tableau, Looker, Google Data Studio, Domo, Metabase, Pivot Tables or other.
Experienced user of research & analysis software, such as Office (Excel & Powerpoint), Q Research Software, SPSS, Qualtrics, or other. High level of competency in Excel is essential.
Familiarity working with big data in a cloud-based storage environment, running queries in managing and extracting data using languages such as Python or SQL.


NOTE: This document states what we are looking for, but we are happy to talk about what you are looking for. Hiring is a two-way street. If you feel you're the one for the job, but don't exactly match the requirements above, please get in touch!

What's in it for you
By joining Element Human, you will have the opportunity to shape your role, own the execution, make mistakes, and learn with the support of an innovative and scrappy team.

What we offer:
Salary range: £35K - £50K (dependant on experience).
Unlimited holiday policy
‍‍ 2 weeks of company-mandated time off annually
Work from anywhere in the UK
Home office setup budget
Employer Pension scheme
We are an equal opportunity employer and value diversity at our company. We do not discriminate based on race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Show Less
Report"
"BBC
3.8",Senior Data Analyst,"London, England",£75K - £80K (Employer Est.),"£43,767 /yr (est.)",10000+ Employees,1922,Company - Public,Broadcast Media,Media & Communication,Unknown / Non-Applicable,3.5,3.1,3.8,3.2,3.9,"Job Introduction
Working at the BBC is like working at Spotify, Disney+, ESPN and The Times all at once. A one stop shop for TV, Radio, Sports and News delivered through not just linear channels but also some of the largest digital services in the UK.
If you want to use and develop your analysis skills working in a fun team, doing interesting work and using that analysis to help us deliver our digital future then it’s worth you reading more.
Where in the BBC is this role
This role is in the Marketing Effectiveness part of the Data team in the Chief Customer Officer Group (CCOG).
The CCOG Data team consists of 50 people split into four pillars, Digital Analysis, Data Science, Marketing Effectiveness and Measurement Technologies.
These four areas work closely together and often in collaboration during projects.
This team works across all areas of the BBC including Content, Product, Media and Strategy. The team works in a hub and spoke fashion with members either sitting centrally or embedded in Divisional teams as is best for their role.
About the Marketing Effectiveness Team
Our Marketing Effectiveness Team is a newly formed team of 10 people bringing together our marketing science team with the research and ad-tracking team.
The goal of the team is to ensure our marketing is performing against our business goals, ensuring the creative is impactful and Role of media understood and maximized.
Main Responsibilities
Undertake and deliver analytics project either of a larger scale or managing more than one project simultaneously,
Deliver inspiring and actionable insights (rooted in robust data, analysis and measurement).
Support Lead and Principal Analysts in managing projects and fielding queries, while sometimes being the pilot.
Help to train and mentor junior analysts; and collaborate with analysts and technical teams across the BBC.
Maintain high standards of presentation, including the development of new or imaginative ways of using or communicating data and insights.
Ability to take on bigger problems and break down that down into smaller parts to deliver the solution
Developing and maintaining documentation & knowledge hub.
Helping non-data-oriented colleagues understand where analysis can help them with their day to day roles
Able to build and maintain strong working relationships where you might, as a specialist, have to manage expectations of more senior colleagues
Are you the right candidate?
Working closely with the Direct Audience Engagement team this role will initially be focused on the owned part of media estate. In the case of the BBC owned media includes some of the largest digital products in the UK as well as the direct communications with the BBC Account base which is one of the UK’s largest customer databases. (Direct Audience Engagement is part of the wider Media Division).
Coming from either a CRM or Paid Media analysis background you will use your skills and experience to help us target our communications and analyse the effects of those communications on business performance.
You will be both the data analysis expert in the DAE team and have the support of the other members of the Marketing Effectiveness team and wider CCOG data during the projects.
You’ll be hands on, this is a technical role. You’ll be working with our behavioural and marketing data within our AWS environment using SQL and R/Python so you’ll either have existing skills or a demonstrable ability to learn.
If this is still sounding good, then read the job spec for some more detail and apply today.
About the BBC
We don’t focus simply on what we do – we also care how we do it. Our values and the way we behave are important to us. Please make sure you’ve read about our values and behaviours in the document attached below.
Diversity matters at the BBC. We have a working environment where we value and respect every individual's unique contribution, enabling all of our employees to thrive and achieve their full potential.
We want to attract the broadest range of talented people to be part of the BBC – whether that’s to contribute to our programming or our wide range of non-production roles. The more diverse our workforce, the better able we are to respond to and reflect our audiences in all their diversity.
We are committed to equality of opportunity and welcome applications from individuals, regardless of age, gender, ethnicity, disability, sexual orientation, gender identity, socio-economic background, religion and/or belief. We will consider flexible working requests for all roles, unless operational requirements prevent otherwise.
To find out more about Diversity and Inclusion at the BBC, please click here
Package Description
Band: D
Contract type: Permanent, Full-Time
Location: London or Salford
We’re happy to discuss flexible working. Please indicate your choice under the flexible working question in the application. There is no obligation to raise this at the application stage but if you wish to do so, you are welcome to. Flexible working will be part of the discussion at offer stage.
Excellent career progression – the BBC offers great opportunities for employees to seek new challenges and work in different areas of the organisation.
Unrivalled training and development opportunities – our in-house Academy hosts a wide range of internal and external courses and certification.
Benefits- We offer a competitive salary package, a flexible 35-hour working week for work-life balance and 26 days (1 of which is a corporation day) with the option to buy an extra 5 days, a defined pension scheme and discounted dental, health care, gym and much more.
Show Less
Report"
"Wild Berry Associates
4.1",Data Analyst,"London, England",£75K - £80K (Employer Est.),£25.00 /hr (est.),1 to 50 Employees,2017,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.6,3.0,4.0,3.5,3.3,"We are recruiting a Data Analyst for the reward team of a management consultancy based in The City of London.
You must have experience within Reward, HR and Data Analysis.
This is an ongoing temporary role starting ASAP.
Rate of pay £20 - 25 per hour PAYE
Duties:
Gather, analyse and interpret relevant data from internal and external data sources to create salary ranges for each role within the business
Propose appropriate salary ranges for each role based on analytical assumptions
Collaborate with members of the HR team and managers within the business to validate salary ranges
Prepare data for bulk upload to the HRIS (Microsoft Dynamics)
UAT of salary ranges and compensation functionality within the HRIS
Any other reasonable ad hoc duties as requested by your line manager
Successful candidates will be contacted within 5 working days
Job Type: Full-time
Salary: £20.00-£30.00 per hour
Schedule:
Day shift
Work Location: Hybrid remote in London
Show Less
Report"
"Lorien
4.4","Data Analyst (Python, PySpark & SQL) - Contract","London, England",£75K - £80K (Employer Est.),-1,201 to 500 Employees,1977,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.5,4.3,"Data Analyst (Python, PySpark & SQL) - Contract
A top financial services company is currently looking for a Data Analyst that has strong experience working with Python, PySpark and SQL to join their team on a 6-month initial contract. This will require weekly travel to their offices based in Milton Keynes / London. Please note this role will be paid via an umbrella company.
In this role you will…
Be accountable for the development and delivery of data, data infrastructure, data controls to support reporting, analytics, business intelligence.
You'll be part of a specialist team of data engineers, data and project analysts & BI developers supporting the consumer duty agenda.
Key skills & experience required:
Previously worked within the financial services.
3-5 years' experience in Data & Analytical roles operating across the analytical spectrum on a daily basis.
Comprehensive Understanding of traditional analytical tools e.g., SQL (SAS, PostGres)
Experience of using Python for data transformations
Significant experience in working autonomously with Big Data toolset (Hadoop, Impala, Hive)
Knowledge of in data visualisation techniques using Power Point, Excel, BI tools (e.g., MicroStrategy, PowerBI, Tableau, SSRS)
Ability to translate complex data and analysis into simple, actionable outputs.
This is a contract role working for a top financial services company. Please apply with your CV or call to discuss further.
IND_PC2
We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age
Show Less
Report"
DataBuzz Ltd,Data Analyst,"London, England",£75K - £80K (Employer Est.),"£60,000 /yr (est.)",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"This is a remote position.
Data Analyst - London - Remote – Up To £60,000 per annum

As a Data Analyst, you will be expected to have excellent analytical skills.

As a Data Analyst. you will be expected to produce reports, stories using Microsoft Excel and SQL

As a Data Analyst, you will be expected to do complex analysis and create and develop databases and modelling tools.

As a Data Analyst, you will be expected to have excellent attention to detail along with the ability to interpret analysis and database model outcomes.

As a Data Analyst, you will be expected to review and correct bid submission files to ensure correct pricing is submitted

Essential skills and experience:

Strong on data, insights analysis.
Expert with Microsoft Excel and SQL.
Expert in databases and database modelling.
Strong communication skills as it requires to interact with many stakeholders, sourcing, commercial, sales, internal/ external customers and management teams.

As a Data Analyst, you will earn a competitive salary up to £60,000 per annum with excellent benefits.

This role can also be considered as Insight Analyst or Research Analyst.

Apply now to find out more about this Data Analyst.
Show Less
Report"
"Policy Expert
4.9",Business Analyst,"London, England",£75K - £80K (Employer Est.),"£57,500 /yr (est.)",201 to 500 Employees,2011,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,4.7,4.6,4.8,4.7,4.6,"Description
We are on the lookout for a talented Technical Business Analyst to join our growing team here at Policy Expert.
Do you like to proactively work with business stakeholders to understand their needs? Do you like to make sense out of complexity, and work with tech teams to create simple and predictable software delivery? If it’s yes to all of those questions, then we want to talk to you - Policy Expert is expanding on its award-winning success with new products, opportunities, and partnerships.
Policy Expert is the UK’s number 1 rated home insurance provider. We’re an InsurTech company built in the cloud, driven by excellence and data, with a no blame culture. An approachable team, with many years of expertise and knowledge in a wide range of domains. A strong sense of teamwork, but also autonomy, and room to grow, learn and teach others.
Requirements
Key parts of this role:
Work closely with key business stakeholders. Breakdown and order, by impact value, the ideas the stakeholders need. Clearly express their needs as user stories.
End to end product ownership
Work in partnership with the tech, facilitate planning sessions, understand velocity and provide groomed backlog that doesn’t harm efficient delivery.
Perform analysis of key business problems, or potential growth, and develop business solutions to solve them.
Organise and run workshops to extract requirements from key stakeholders. Capture the information, and deliver it in a clear fashion.
Create project diagrams, including Business Process Models, Wireframes, User Stories and other technical specifications.
Articulate key analysis findings.
Keep everyone fully engaged with the project progress.
Provide evidence that the requirements have been delivered, and goals have been achieved.
Build relationships with the operational and technical department management of our suppliers.
Some attributes we’d like to see:
Experience as a Business Analyst in an agile environment.
Experience of organising and running workshops.
General Insurance knowledge in Home or Motor.
Experience working on payments projects
Have knowledge of the full software life cycle, and understand principles of agile methodologies. Champion lean solutions over over-engineering.
Have experience with software in distributed systems. Or even architectures using Domain Driven Design. Cloud based systems would also be advantageous.
Ability to read and understand system logs, alerts, and even perform some SQL.
We aren’t too focused on your route to success, but BCS Diploma in Business Analysis or higher degrees go a long way to showing your abilities.
Benefits
Social events through the year
Private medical cover with Vitality
Travel season ticket loan
Training and education through LinkedIn learning and Plurasight.
Access to selected London O2 events and use of a Private Lounge.
Job Types: Full-time, Permanent
Salary: £40,000.00-£75,000.00 per year
Benefits:
Casual dress
Company events
Company pension
Cycle to work scheme
Private dental insurance
Private medical insurance
Referral programme
Sick pay
Wellness programme
Work from home
Schedule:
Monday to Friday
Weekend availability
Ability to commute/relocate:
London: reliably commute or plan to relocate before starting work (required)
Work authorisation:
United Kingdom (required)
Work Location: Hybrid remote in London
Show Less
Report"
"Virgin Media
3.6",Data Analyst,"London, England",-1,-1,10000+ Employees,2006,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),3.3,3.7,3.5,3.2,3.5,"Function:
Business Intelligence and Data Science
Closing Date:
27/01/2023
The Advanced Analytics and Data Science team are on a mission to create digital products that our customers love. We also want to ensure our products deliver to customer expectations and understand where our network falls short of customer expectations.
You’ll be using big data analysis techniques to understand which parts of our customer journey are driving customer pain. This will be used to form recommendations that directly support commercial decisions and digital product strategy. Success will reduce customer call centre contact rates, improve digital product engagement and drive customer recommendations for Virgin Media products and services.
Our digital products cover the full range of customer journeys from acquisition, via customer care through to renewal and retention. Through all stages we are seeking to give the most value to our customers in order to become the most recommended brand and maximise our customer lifetime value.
Within the Advanced Analytics and Data Science team you will champion customer voice and help us to foster a culture with a customer focus.
Who we are
At Virgin Media O2 we're going All In, to remove bias and barriers for our people and our candidates. We're working hard to achieve bold ambitions, to help us better represent the diverse communities we serve across the UK. As an equal opportunities employer, we support and encourage you, to be your authentic self throughout your application journey.
The must haves
In order to be considered, you must have the following experience;
Advanced SQL skills, highly competent in merging, managing, interrogating, and extracting data to supply tailored outputs.
Able to visualise and present data with clarity, particularly for less technical audiences
Enthusiastic about using data to solve problems and engages others to see the benefit of your work
The other stuff we're looking for
We'd also love you to bring experience with;
Google BigQuery
Google Analytics / Tag Manager
R or Python for data analysis
What's in it for you?
We know that benefits mean so much more than the 'stuff' we can give you, so we offer a wide range of support, rewards and tools - all focused on helping you to prioritise what really matters.
All work and no play just isn't our style! We're already planning our future ways of working, for when life becomes a little more normal again. We're constantly evolving our approach to enable you to find a great work life balance.
Next steps
If we feel like a place where you can belong, we'd love to learn more about you. Once you've submitted an application the next steps of the process, if successful, are likely to include a two stage technical interview process.
When you apply, you'll be asked about any adjustments you might need to support the recruitment process. Let us know, and we'll be sure to discuss it with you. Thanks for your patience in the meantime and for showing an interest in joining the Virgin Media O2 family.
Show Less
Report"
