Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Virgin Media
3.6",Data Analyst,"London, England",£60K (Employer Est.),-1,10000+ Employees,2006,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),3.3,3.7,3.5,3.2,3.5,"Function:
Business Intelligence and Data Science
Closing Date:
27/01/2023
The Advanced Analytics and Data Science team are on a mission to create digital products that our customers love. We also want to ensure our products deliver to customer expectations and understand where our network falls short of customer expectations.
You’ll be using big data analysis techniques to understand which parts of our customer journey are driving customer pain. This will be used to form recommendations that directly support commercial decisions and digital product strategy. Success will reduce customer call centre contact rates, improve digital product engagement and drive customer recommendations for Virgin Media products and services.
Our digital products cover the full range of customer journeys from acquisition, via customer care through to renewal and retention. Through all stages we are seeking to give the most value to our customers in order to become the most recommended brand and maximise our customer lifetime value.
Within the Advanced Analytics and Data Science team you will champion customer voice and help us to foster a culture with a customer focus.
Who we are
At Virgin Media O2 we're going All In, to remove bias and barriers for our people and our candidates. We're working hard to achieve bold ambitions, to help us better represent the diverse communities we serve across the UK. As an equal opportunities employer, we support and encourage you, to be your authentic self throughout your application journey.
The must haves
In order to be considered, you must have the following experience;
Advanced SQL skills, highly competent in merging, managing, interrogating, and extracting data to supply tailored outputs.
Able to visualise and present data with clarity, particularly for less technical audiences
Enthusiastic about using data to solve problems and engages others to see the benefit of your work
The other stuff we're looking for
We'd also love you to bring experience with;
Google BigQuery
Google Analytics / Tag Manager
R or Python for data analysis
What's in it for you?
We know that benefits mean so much more than the 'stuff' we can give you, so we offer a wide range of support, rewards and tools - all focused on helping you to prioritise what really matters.
All work and no play just isn't our style! We're already planning our future ways of working, for when life becomes a little more normal again. We're constantly evolving our approach to enable you to find a great work life balance.
Next steps
If we feel like a place where you can belong, we'd love to learn more about you. Once you've submitted an application the next steps of the process, if successful, are likely to include a two stage technical interview process.
When you apply, you'll be asked about any adjustments you might need to support the recruitment process. Let us know, and we'll be sure to discuss it with you. Thanks for your patience in the meantime and for showing an interest in joining the Virgin Media O2 family.
Show Less
Report"
"NatWest Markets
3.9",NatWest Markets - Quantitative Analyst Graduate Programme,"London, England",£60K (Employer Est.),"£70,000 /yr (est.)",10000+ Employees,1727,Company - Public,Banking & Lending,Finance,$10+ billion (USD),3.6,3.4,4.1,3.5,4.1,"Our people work differently depending on their jobs and needs. From home working to job sharing, visit the remote and flexible working page on our website to find out more.
This role is based in the United Kingdom and as such all normal working days must be carried out in the United Kingdom.
About you
To be eligible for the NatWest Markets Quantitative Analytics graduate programme you’ll need to hold or be on course to achieving a Master’s or PhD in a STEM subject, or quantitative finance.
We’re looking for passionate people, and innovative thinkers with the drive to succeed.
You’ll have strong analytical skills and a basic array of technical skills with knowledge of coding
Excellent communication and interpersonal skills with the ability to adapt to a changing workplace
About the programme
We pride ourselves on the professional support we offer our graduates, and the friendly community our graduates have shaped. Our goal is to get you to a desk as quickly as possible so you can learn the business first-hand and become an important part of the team. But before this, as a graduate trainee in Quants, you’ll learn a mix of technical market skills and gain practical knowledge of how to navigate our organisation.
We’ll reward you with a starting salary of £70,000 a year, and you’ll also have access to our flexible benefits package.
On this programme you can look forward to:
Technical training across all product areas to round out your skills through online and face to face learning
Access to industry leaders who give live talks on a host of wide-ranging topics
The opportunity to network with peers and senior leaders, and develop the soft skills needed to succeed in your career.
About the business area
At NatWest Markets we’re creating something different, and we’re looking for people with the passion and creativity to join us.
We’re a growing business that values entrepreneurship and innovation, so you’ll get to take responsibility and make a real contribution early in your career. The Quantitative Analytics team develops quantitative models and analytical tools for derivatives and algorithmic trading, capital and other financial resources management, and is responsible for the analytics library and the risk engine for all asset classes.
Please include a CV and covering letter on a single document.
Applications for this programme will be open until we receive enough applications to complete our hiring. When that happens, we’ll close the programme to new applications. It’s important to take the time to make sure you’re making the right decision about the programme you want to apply for (you can only apply for one Graduate programme) but please complete your application as soon as you can to make sure you don’t miss out.
If you need any adjustments to support your application, such as information in alternative formats or special requirements to access our buildings, or if you’re eligible under the Disability Confident Scheme please contact us and we’ll do everything we can to help.
Show Less
Report"
"Cortex IT Recruitment
3.5",Business Intelligence Consultant,"London, England",£60K (Employer Est.),"£50,000 /yr (est.)",1 to 50 Employees,2010,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,2.7,3.3,3.2,2.5,"Our client is a rapidly growing, independent consultancy that provide both business and technical solutions to top-tier and boutique investment clients.
This role will provide the opportunity for successful candidates to ?hit the ground running? from day one and will be ideally suited to driven candidates with a proven technical competency who will be comfortable working face-to-face with clients and actively contribute to projects.
You will get involved across Business Intelligence, reporting and Implementation Services. Typical tasks will include requirement gathering, report development, project management, Business Analysis and providing technical solutions to clients.
We would be keen to hear from you if you can demonstrate:
Experience with SQL and pre-built software implementation tools
Experience in a similar role
Client relationship
Effective communication skills
Willingness to travel to Europe when required
Job Owner: c.rogers (30192)
Show Less
Report"
"MSI Group Ltd
4.0",Data Analyst,"London, England",£60K (Employer Est.),"£32,500 /yr (est.)",51 to 200 Employees,2002,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.1,3.9,3.9,3.9,3.6,"MSI Group are looking to hire a Data Analyst to join our back office team. The successful candidate will be located at our stunning London Bridge office, which boasts panoramic river views and will benefit from our bespoke training programme to equip them with the right knowledge and tools for a successful career in the role.
About the role
The Data Analyst will be responsible for analysing and reporting for the company. They will support the Senior Data Analyst to ensure on-time accurate reports are provided to management in order to support the sales and compliance teams to meet their targets and KPI’s. They will propose and develop new reports and analysis in line with internal and external demands
Duties and Responsibilities
Maintain and review databases and data collection systems to ensure clean and concise datasets
Monitor and propose internal KPIs in line with the needs of key stakeholders across the business
Utilise a range of tools/software to distribute data and reports across the business
Support in the management of automated report generation process, including the creation of new reports to be distributed across the business
Create internal and external MI Reporting in line with healthcare framework agreements for manager approval
Utilise a range of tools/software to distribute data and reports across the business
Develop dashboards working with data analytics tools and other systems to blend data to create reports for internal and external use, for manager approval
Analyse data for the recruitment of Temporary and Permanent workers with a main focus on public sector supply (NHS)
Collate monthly sales data to provide accurate commission and bonus figures for employees
Key Skills
2 years minimum experience as a Data analyst
SQL / TSQL
Excel VBA
SSRS
About MSI
MSI is a 2-star rated Best Company and a UK Top 100 Mid-Size Company to Work For. We are one of the UK's leading healthcare recruiters, working in partnership with NHS Trusts and private providers throughout the UK. We have recently been awarded Top 40 Recruitment Agency and Top 50 Mid-Size London Company status. Our International division is one of the fastest-growing areas of the business and this role offers great potential.
Founded in 2002, MSI Group is a leading supplier of doctors, nurses, AHPs and other healthcare professionals. Our clients include the NHS and other public, private and third sector organisations across the UK and the world.
Having doubled in size since 2012, we are one of the fastest growing healthcare recruitment companies in the UK, although our internal structure has allowed us to hold on to the SME atmosphere and approach. Due to our plans for rapid expansion within the International division, there will be a range of options open to anyone that is ambitious to develop their career. In the last year 70% of our management positions have been filled internally.
Benefits
Ongoing 1-2-1 support
Structured regular training and assessments
Clear career path and opportunity for progression
Weekly, monthly, quarterly, half yearly and annual incentives
Dress down environment
Weekly beer fridge
Pension scheme
Access to BUPA Healthcare*
Subsidised Corporate Gym Membership*
Birthday leave*
*Upon completion of probation period
We would love to get back to everyone however due the sheer volume of applications we will only be able to reply if we feel we can successfully place you in one of our roles. If you have not heard from us within the next 10 working days you may assume that you have not been successful. Thank you so much for understanding. We will do our best with your application!
#MSIINT
Job Types: Full-time, Permanent
Salary: £30,000.00-£35,000.00 per year
Benefits:
Additional leave
Casual dress
Company events
Company pension
Gym membership
Life insurance
Private medical insurance
Referral programme
Sick pay
Schedule:
Day shift
Experience:
Data Analyst: 2 years (required)
Work Location: One location
Show Less
Report"
"Futuresource Consulting
3.4",Business Analyst,United Kingdom,£60K (Employer Est.),"£52,500 /yr (est.)",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,2.9,2.8,3.6,2.7,3.6,"Futuresource Consulting and BCC LLC form Compass Insights Group Market Research & Consulting. Futuresource Consulting is a market research consulting company, based in St Albans, UK that provides a range of specialist intelligence reports and ongoing personal debriefs to support business decision-making.
BCC LL, located in Boston, began producing research and forecast reports in the advanced materials and plastics markets. BCC Research expanded into new markets in response to demand in the greater-Boston area for market research in biotech, healthcare, pharmaceuticals and information technology. Today, BCC Research publishes reports in 25 distinct verticals and provides even more intel through partnerships with other market research providers.
We are looking for a Business Analyst to join our rapidly growing business, to focus on workflow, systems, implementation of process design and support with any admin queries on Wrike Project management platform. Along with championing the usage of internal tools, providing insight and advice on training opportunities and developing skills to create strong cross functional processes.
This role will report into the Head of Global Consulting and manage a small remote team. The Futuresource offices are based in St Albans however, this role will be hybrid working or fully remote depending on your location.
Responsibilities
Own the day to day management of Wrike as the project management tool being used across Futuresource and BCC Research
Process development, design/mapping and improvement
Design of communication materials
Training course development
Ensure all staff is trained and all processes documented to enable successful utilisation.
Analysing financial data, including project budgets, risks, and resource allocation.
Providing financial reports and budget outlines to Executives.
Overseeing the development of the project and ensuring that team members are upholding the company's project management standards
Drafting new and improving existing project management office policies and processes.
Continuously evaluate projects to ensure they meet company standards, adhere to budgets, and meet deadlines.
Accurately documenting the project's creation, development, and execution as well as documenting the project's scope, budget, and justification
Identify, analyse, and implement process improvement and process re-engineering opportunities.
Develop process analysis and re-engineering to improve efficiency, lower costs and improve product quality
Skills and Requirements
A Bachelor's degree in Business, Administration, or a related field.
A Project Management Professional (PMP) Certification or a minimum of 3 years of relevant experience in Project Management.
Experience in rolling out Project Management Tools across teams in multiple locations in the professional services/legal/consulting/market research industry.
Experience in training international teams on new processes and tools
A minimum of one year's experience in a supervisory position, ideally in a remote situation
Strong analytical and problem-solving skills
Good written and verbal communication skills.
Strong attention to detail and technicalities.
Excellent organisational and technical skills.
Good interpersonal and multi-tasking skills.
Proficiency with MS applications - Excel, Word and PowerPoint.
Company Benefits
Competitive salary
Company Pension scheme
Performance and Company bonus
Private Medical insurance and Travel insurance
25 day annual leave +1 day for every year completed (up to 29 days)
Chill days after 1 year of service up to a max of 4 days
Company social events
Onsite parking and next to Thameslink train station
Perkbox and Yulife subscriptions
Work from home
Cycle to work scheme
Stipend for home office set up
Job Types: Full-time, Permanent
Pay: £50,000.00-£55,000.00 per year
Benefits:
Additional leave
Casual dress
Company events
Company pension
Cycle to work scheme
Employee discount
Flexitime
Free parking
Life insurance
On-site parking
Private medical insurance
Referral programme
Sick pay
Wellness programme
Work from home
Schedule:
8 hour shift
Holidays
Monday to Friday
Supplemental pay types:
Commission pay
Performance bonus
Quarterly bonus
Ability to commute/relocate:
St Albans: reliably commute or plan to relocate before starting work (required)
Work authorisation:
United Kingdom (required)
Work Location: Hybrid remote in St Albans
Show Less
Report"
"JPMorgan Chase Bank, N.A.
4.0",Asset Management - Junior Business Analyst (London),"London, England",£60K (Employer Est.),"£63,792 /yr (est.)",10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4.0,3.8,4.0,3.6,3.6,"Background :

The Business Transformation Team aims to work with the Business to help them shape and define their Strategic Objectives and then effect and support the change associated with it. This position is within the Change side of the team that engages and partnering with other lines of business within the Group to deliver this change.

Responsibilities:
Work with the business to identify solutions for the enhancement, development and implementation of scalable and robust operating models and solutions, ensuring alignment to strategic business initiatives
Provide the mechanisms for the effective assessment of operational capabilities and capacity for new business opportunities
Understand and transform new business requirements in to operational models
Work closely with Technology to ensure that business requirements are translated into technical specifications and systematic solutions where required
Work with operational partners to ensure operational readiness around acceptance of new requirements and technology
Provide a professional and dedicated business analysis service to the business, to ensure successful delivery of regulatory, product and client driven initiatives
Produce required project documentation (including but not exhaustive) project plan, risks and issues logs, status reports, closures reports, lessons learned and post implementation reviews
Socializing new operational models through written and presentation updates
Coordination with the business teams to ensure operating model design, build and implementation is accepted and approved by all business stakeholders, before go live of the initiative - obtain full operating model sign off.
Producing relevant meeting materials i.e. agendas, plans, models, project documents, presentations and proposals.

Skills :
Good knowledge of the current regulatory environment as well as commercial, financial and legislative requirements
Demonstrable experience writing business requirements specifications
Experience of requirements analysis frameworks and modelling methodologies
Good knowledge and understanding of data models, sources, schemas etc.
Aptitude at relationship building with all types of stakeholders, with good communication and interpersonal skills
Experience in cross-functional teams e.g. across change management, business and 3rd party vendors
Intermediate or advanced level in all MS office applications including MS Visio
J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors. Our first-class business in a first-class way approach to serving clients drives everything we do. We strive to build trusted, long-term partnerships to help our clients achieve their business objectives.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Show Less
Report"
"Vitae Financial Recruitment Limited
5.0",Commercial Data Analyst,"Hemel Hempstead, England",£60K (Employer Est.),"£40,000 /yr (est.)",1 to 50 Employees,2006,Company - Private,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),4.5,5.0,5.0,5.0,4.0,"Our client, a market leader in its field, with a fantastic track record for providing a progressive and enjoyable culture, is looking to source an ambitious Commercial Data Analyst to join its team. This is a great role working as part of a dynamic team who are instrumental in shaping the success of this multi-site business.

Main duties include:
Maintaining inflation and budget models at Group level
Communicating increases and amendments to sites
Reviewing rate of sale of new customer versus cost by area of sites
Maintaining rolling forecasts with formal updates via quarterly strategy days
Setting pricing for relevant products

Key skills & experience required:
Strong numerical skills
Advanced Excel
Excellent communication skills, capable of working cross-functionally
Attention to detail and ability to synthesise meaning from data
Tableau experience would be ideal
Previous track record in a similarly commercially-focused, analytical role
Previous Pricing experience would also be advantageous
Proactive, self-starter with a positive attitude

AGY - Vitae Financial Recruitment
We Exist To Be Different - Membership NOT Registration
Show Less
Report"
Metrica Recruitment,Reporting Analyst,"London, England",£60K (Employer Est.),"£35,000 /yr (est.)",1 to 50 Employees,2014,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"The Company
A major ecommerce retailer that holds analytics at the heart of the business. Their year on year growth percentage is ever-increasing as such there couldn't be a more exciting time to become a part of this innovative and cutting-edge organisation.
The Role
You will sit within the Customer Insight team, where you will have a primary focus on providing the data behind the substantial number of marketing campaigns that the marketing team runs. You will bring an analytical slant to the data provision requirements by focusing on the development of automated data pipelines and reports to enable stakeholders to self-serve this data as appropriate.
This role will also be responsible for taking the lead on maintaining and improving the efficiency of the Customer Insight team?s wider reports.
Tools used within the role include: SQL, Excel, VBA, Tableau and Python.
The Individual
The successful candidate will have:
At least a 2:1 degree from a top tier university or equivalent
A strong background in automating data
The ability to communicate and influence at all levels
Experience in telling stories with data
Job Owner: d.prosser
Show Less
Report"
"Portman Dental Care Ltd
3.9",Business Intelligence Analyst,United Kingdom,-1,-1,501 to 1000 Employees,2009,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.8,3.7,3.7,4.0,3.7,"We have a newly created vacancy for a Business Intelligence Analyst to join our Business Systems team. This position offers you the opportunity to work on a hybrid basis - splitting your week between working from home and our central support office in Cheltenham - or potentially fully remotely, with occasional visits to the office for team meetings.
About the role
We have created a company-wide Data Warehouse containing operational and financial data from a variety of systems and sources, which then feeds a Business Intelligence Tool (Microsoft PowerBI) and delivers information to selected Portman users via Dashboards. The Data Warehouse is built in Google BigQuery and hosted in the cloud. The underlying data is extracted automatically from over 200 separate sources, including Azure Active Directory, and refreshed daily. In future, Portman intends to use the Data Warehouse to automate and distribute standard monthly, weekly, and possibly daily reports;
We have an ongoing partnership agreement with a Data Analytics consultancy for maintenance, support and development of the Data Warehouse Environment as we grow, however there is potential to bring this in-house in the future. This consultancy has helped Portman develop and set up the Data Warehouse solution itself, providing the connectors that extract data from each of our Practice Management Software systems and other systems - as well as aggregating and transforming this data within the Data Warehouse. The Business Intelligence Team at Portman are the functional owners of the Data Warehouse and are responsible for its future development and deployment.
In this role, you'll will work closely with the Business Intelligence function to drive the current deployment and future development of our company-wide Data Warehouse. As such, some of your key responsibilities will include:
Overseeing the ongoing maintenance and housekeeping of the company-wide Portman Data Warehouse, liaising with all Functions within Portman, and particularly with Finance, People (HR), Operations, Marketing and IT
Working with other Business Intelligence Team members and Portman’s third-party data consultant partners regarding the development of incremental content within the Portman Data Warehouse, while also working to develop the overall solution architecture for BI
Helping to define requirements and shape the content for future automated daily, weekly and monthly reporting from the Data Warehouse, working both with the report functional owners, and other members of the Business Intelligence Team
Developing enriched content within Portman’s analysis dashboards using Microsoft PowerBI to author queries, datasets, visuals and reports
Championing and facilitating the use of the Portman Data Warehouse across the business, leading by example
Ensuring that all agreed reports are produced from the Data Warehouse in a timely manner and sent to the relevant recipients on a working-daily basis, investigating any queries raised by the recipients of the reports, and liaising with the rest of the Business Intelligence Team where appropriate to find solutions
Engaging in peer reviews to validate data and test others work before deployment
Being passionate about solving problems with complete and well-organised data, providing ‘the best version of the truth’ to Portman stakeholders as information for decision-making
Undertaking ad hoc analytical projects using data from the Portman Data Warehouse – either as requested by the business, or by using own initiative
About you
As you'll be driving the current deployment and future development of our company-wide Data Warehouse, this is a key role for our Business Systems team. As such, we welcome your application if you are/have the following:
Microsoft PowerBI to an Intermediate to Advanced level including understanding and writing DAX
A background in producing regular reporting
Data visualisation and analytics experience, for example using Microsoft SSRS, Google Data Studio, Tableau or PowerBI
Experience of data warehouses with knowledge and ability of reading and writing SQL
In-depth understanding of database design and management
Broad level of commercial awareness, and the information needs of different functions within a business
Strong communication skills, including the ability to simplify the complex, communicate clearly and unambiguously, and explain technical things to non-technical people;
Strong attention to detail, focused on the delivery of a first-class service;
What’s in it for you
Portman Dental Care is a high growth, fast-paced business which means that there are lots of opportunities to progress and develop your career with us. In addition, we offer:
A true hybrid working model with flexibility to split your week between working from home and from the office.
Bonus scheme - our colleagues are key to Portman’s success, so you’ll be entitled to a bonus based on some key metrics, including business performance
25 days holiday plus bank holidays and additional time off for any special days e.g., your birthday, child’s first day at school, getting married, moving house or a charity day
Opportunity to buy up to an additional 3 annual leave days per year
Enhanced maternity and paternity leave
Life assurance
Contributory pension scheme
Dental cover – one free check-up and hygienist appointment per year
Employee Assistance Programme - 24/7, 365 days a year confidential helpline and counselling service providing help and advice on a range of issues
Cycle to work scheme
Benefits platform with access to discounted shopping, cinema, and much more
About Portman Dental Care
It’s an exciting time at Portman Dental Care. Backed by private equity, we are now the largest privately focused dental group in the UK: we have grown to over 220 practices in 12 years and aim to be the UK’s leading dental brand. We have a further circa 50 practice across the Nordics, the Republic of Ireland and Benelux, and ambitious plans for continued growth in the UK and internationally. Through this growth, our ethos remains simple and strong – we focus on treating others as we would want to be treated ourselves. We continue to scale our business and expect our rapid growth to continue over the coming years.
If you would like to find out more about this Business Intelligence Analyst opportunity or to find out about other opportunities at Portman, please press apply. Alternatively, please feel free to share this opportunity with friends or colleagues.
IND003
Show Less
Report"
"Selfridges
3.9",Digital Data Analyst,"London, England",-1,"£60,454 /yr (est.)",1001 to 5000 Employees,1909,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),3.2,3.7,3.7,3.2,3.4,"Job Introduction
Selfridges has always been much more than a shop. We’re a social space where everyone is welcome and feels a sense of belonging, a creative playground where culture and commerce collide, and an experimental hub where you can discover the most innovative and sustainable ideas in retail. We’re here to help make the world brighter. And you can be an important part of this. We’ll talk more about the role below, but before we get to that, let’s share with you the good stuff…
Rewards and benefits
Life at Selfridges is dynamic, exciting, and always evolving. As well as working with some of the most cutting-edge, iconic and boundary-pushing brands, designers and creatives, we also offer our team members opportunities to help make a positive difference through our network of communities, both within and outside Selfridges. Here are just a few of our rewards and benefits that help make our team experience that bit more extraordinary.
Flexible working options to benefit you, your family and your wellbeing that can include part-time, flexi-time, job sharing or hybrid working
Generous annual leave that increases with length of service
Up to five paid volunteering days – from beach cleans to co-ordinating food and clothing donations
Family leave that suits your set up including Maternity, Paternity, Adoption, Surrogacy and Shared Parental leave policies
Defined pension contribution scheme
Generous bonus and/or commission scheme
Enviable team member discount including sale previews and double discount days
Exclusive local discounts on a range of restaurants, bars, beauticians and entertainment
Subsidised gym memberships
Annual travel pass and cycle-to-work schemes
A sustainable car salary sacrifice scheme
Several internal communities to get involved in from our Diversity Board and Green Warriors who are leading the charge on D,E&I and sustainability, to the Wellbeings who are always thinking of new ways to champion healthy minds, bodies and routines for our team members
Workplace Options, our confidential team member assistance programme for when life gets tricky or you need a little guidance
Access to a wide range of training programmes to help your career development
Read on to find out how you can play your part in Reinventing Retail…
A bit about the role
We're looking for a Digital Data Analyst to support the End-to-End Analytics function in delivering Selfridges business insight and analytics.
This role will help the business understand how our customers interact with us by providing detailed insight and analytics into their behaviour when shopping with us. We want to look at the full spectrum, as such we are looking for someone who can be flexible to the task at hand, passionate to seek out new data points that in turn, will bring their analysis and insights to life.

Working across a range of data sets, primarily using SQL (Snowflake & other databases such as BigQuery), Power BI and Looker Studio to analyse behaviour to provide recommendations and reporting insights about our digital products and service-related processes to drive development changes that stretch out across the entire landscape.

As a Digital Data Analyst, you will:
Use various ETL/ELT tools to build pipelines and convert raw data in structured data products
Production and management of a regular suite of reporting, benchmarking, product performance and interpreting and presenting their content
Analyse and understand how best to optimise raw data for storing and visualising
Be the expert user in a number of tools / packages including SQL (Snowflake), Power BI, Excel
Work with data analytics experts and SME to strive for greater functionality in our data system
Be an expert at storytelling to ensure stakeholders are invested in our work
Work with product owners and use data to show opportunities for development, support business cases and measure the results
Share your knowledge to excite the wider business around data and empower them to self-serve their own reports
Ensure the accuracy of data and reports to provide the highest quality of standards.
Work with stakeholders to scope out and implement analytics requirements for new projects
Provide analysis around the full customer journey – Purchase behaviour, returns, call centre, abandonments, fraud, and onsite behaviour
Work with the Senior Digital Analyst to create a data-driven culture, educate stakeholders and ensure data is both accessible and engaging. You will drive and champion the use of data within the wider business
Work with the wider Analytics Team to ensure we’re setup for success and can answer the most important business questions. For example, working with the Implementation Analyst to ensure our tagging is set up correctly
Be a data champion, promoting data driven decision making across all teams
A bit about you
Experience in a similar role
A passion for data and interest in Retail related data points
Thorough, demonstrable knowledge of SQL Analysis and data visualisaton. E,g. Power Bi
Knowledge of other programming languages (e.g. Java and Python)
Advanced data manipulation skills using SQL, Excel and similar tools
Experience in analysing large datasets
Technical expertise with data models, data mining and segmentation
Adapt quickly to new technology and a fast-paced environment
Communicate and present clearly, both to a team and to clients
Manage time efficiently and can focus on multiple projects
Desired
Highly proficiently in Microsoft Office
Previous coding experience a plus (this doesn’t have to be extensive)
A highly driven individual, passionate about delivering excellence
Understanding of Google analytics / Web Analytics
Experience in developing internal key metrics reporting and scorecards based on internal stakeholder requirements
Personal attributes
Excellent attention to detail and high level of accuracy regarding quality of own work and presentation is essential.
Organised with ability to multi-task, prioritise, work quickly and to tight deadlines
Ability to work as part of a team in a collaborative and flexible way
Excellent communication and interpersonal skills and ability to interact with all levels of end users and technical resources.
High level of personal energy to drive projects to completion and sustain productivity
Ability to present structured arguments to resolve issues in a highly creative environment.
Solid experience in online retail analytics
Working knowledge of sales and margin reporting process and data management tools.
Technical experience of analytical tracking, website tagging and creating intricate funnels.
Strategic marketing and retail ecommerce experience
Commercially minded and experience in interpreting data into meaningful information
Ability to consider analytics from a real customer perspective
A bit about us
Everyone is welcome
Selfridges is a place where we want everyone to feel a sense of belonging. We embrace every self and are committed to cultivating a diverse and inclusive working culture. We are leading with purpose to not only increase the visibility and recognition of under-represented talent within our organisation, but the wider industry too. Here at Selfridges, everyone is welcome – irrespective of race, gender, ethnicity, sexuality, age or disability, we stand by equal opportunities for all.

Our awards cabinet
We’re not ones to brag, but since you asked...Selfridges has won the award for The World’s Best Department Store an unprecedented four times at the IGDS awards, with an additional award for the Best Sustainability Campaign. We were also recognised as a ‘Best 25 Big Company to Work For 2020’ as awarded by The Sunday Times.
Show Less
Report"
"Network Rail
3.8",Engineering Data Analyst,"London, England",-1,"£30,000 /yr (est.)",10000+ Employees,2002,Non-profit Organisation,General Repair & Maintenance,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD),3.6,3.5,3.7,3.0,3.9,"Job Introduction
This role sits in Network Rail Design Delivery (NRDD), part of Engineering Services which is a business unit of Route Services. Route Services is a business area that has been created to provide services to the routes in the safest, most cost-efficient, and effective way, enabling them to benefit from economies of scale and optimised national resources.

Network Rail Design Delivery (NRDD) provide a managed service for design delivery through a regionally focused national multi-disciplinary organisation utilising relationships with supply chain design organisations. NRDD bring a range of different specialist design and engineering activities including Signalling, E&P, LV, B&C and Track Design that complement each other to add value and improve the overall diverse service offering.

The role has been specifically recruited to be part of a team, delivering an internal change Digital Enablement Programme. The programme is designed to provide the technology, systems, processes, guidance and training to enable integration of this innovative programme across Engineering Services (NRDD). This role will support the configuration, customisation, data analytics, reporting and connectivity of data between systems and applications.

Main Responsibilities
Support the work and decisions of the route asset management team by provide engineering data analysis.
Provide engineering data analytical support to the route asset management team.
Monitor the performance of engineering assets, as shown by the key performance indicators, analysing trends and escalating any areas that require action.
Provide input to the development, implementation and use of engineering decision support tools.
Support other teams and groups as required by providing data and information for cross-discipline analysis, to meet regulatory requirements, and to support incident response, etc.
Carry out special engineering analysis as required.
The Ideal Candidate
Essential
HNC/HND or equivalent qualification in a relevant subject
Significant relevant Engineering experience in an analytical role
Understanding of information systems

Desirable

Degree in Engineering or other numerate discipline
About The Company
We are committed to a diverse workplace enriched with representation from diverse cultures, backgrounds and skills. We pride ourselves on creating an environment where difference is embraced, and individuals can thrive. We recognise that the success of the team is dependent on a multi-cultural, multi-disciplined group of individuals, aligned to deliver successful solutions.
At Network Rail, we have several employee networks to reflect our diverse population and help to raise issues to the wider workforce and support their membership and support our Everybody Matters strategy, led by our central Diversity & Inclusion team. We have Diversity & Inclusion Champions who take part and lead on many activities, to drive through more initiatives to support an inclusive environment for all its people and promote a professional and positive working environment. For more information on Diversity & Inclusion at Network Rail, please follow this link
(External and Contractors) Drugs and Alcohol Standard:
All prospective candidates offered a conditional role will be required to undergo and pass a drugs and alcohol test. Your application will be rescinded if you record a positive test. All positive drugs and alcohol test results for prospective candidates will be securely held on Sentinel database and a 5 year suspension from applying for a safety critical role, a role which requires PTS certification or a Key Safety role on Network Rail Managed Infrastructure will be enforced
Package Description
Vacancy type: Full time but flexible working patterns will be considered
Duration: 12 Month fixed term contract (with potential to be extended)
Location: London Waterloo
Closing date: 1st February 2023
Band & Salary: Band 5 (£28,000-£32,000)
About us
We’re an organisation where people matter. We matter to millions.

We offer excellent benefits, including:
Flexible working patterns such as working from home and working compressed hours
A range of pension schemes
Healthcare Scheme
Childcare voucher scheme
Rail and underground season ticket subsidies up to 75%
28 days annual leave, plus bank holidays and volunteering days (5 days)
2 weeks paid reserve leave for our Armed Forces community
Cycle to Work Scheme
GymPass – Access to gyms across the UK
Access to ‘My Benefits’ portal which include discounts in food, technology and experience days

In 2021, we were voted as one of the Best Places to work in the UK.
Click ‘apply for this job’ to apply. If you would like to speak the Resourcing Team, please contact james.lea@networkrail.com
For further information of the role please contact Andrew.williams3@networkrail.co.uk
Show Less
Report"
