Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
Pearson Carter,Azure Data Solutions Developer- London- £80K,"London, England",£110K - £117K (Glassdoor Est.),"£77,500 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Azure Data Solutions Developer- London- £80K
Pearson Carter is working with a leading European private equity firm who is seeking an experienced Azure Data Solutions Developer to join their small but growing IT & Transformation team.
As a key member of the team, you will be at the forefront of launching a new phase of transformative cloud-based data solutions to the business. You will be providing technical leadership in defining and building brand new cloud-based architecture within the MS data platform to solve business problems. The ideal candidate should have a proven and recent track record of providing end-to-end solutions, and be confident in providing high-quality, performant solutions that follow best practice.
Responsibilities:
-Providing technical expertise and development support in building, augmenting and optimizing Azure data solutions and platform architecture.
-Implementing new data flows and integrations that support business efforts.
-Modelling data to support analysis.
-Designing and implementing data solutions using various Azure products like, Azure Synapse, SQL, etc.
Experience:
- Azure Data experience with SQL and Synapse
-Integration of Dynamics CRM 365 into the Data Platform
-Advanced SQL and experience with relational databases
-Building optimal data pipelines
-Troubleshooting data quality issues and processes.
Salary:
This role offers a salary £75k - £80K per annum plus an attractive benefits package.
Location:
This client is working to a hybrid working model with travel to their London office three times a week, with the rest from home.
How to apply:
Please apply ASAP with your CV to be considered for this position. You can also get in touch with me on 0191 406 911.
Pearson Carter are a leading Microsoft Azure recruitment agency – www.pearsoncarter.com
Microsoft Azure, Azure Data, Database, Data Bricks, Azure SQL, Data Lake, Dynamics CRM, TOGAF, Data Fundamentals, Azure Solutions Architect, Data Engineer, Dynamics 365, London, Greater London.
Job Types: Full-time, Permanent
Salary: £75,000.00-£80,000.00 per year
Work Location: Hybrid remote in LONDON
Show Less
Report"
"QVC
3.4",Senior Data Engineer (m/f/d),"Chiswick, England",£110K - £117K (Glassdoor Est.),"£51,624 /yr (est.)",10000+ Employees,2018,Company - Public,Other Retail Shops,Retail & Wholesale,$10+ billion (USD),3.2,3.5,3.4,3.1,3.4,"Essential Duties:
Partnering with global and local software and infrastructure teams on Data Platforms modernization initiatives including building out automation to provision and configure systems quickly
As a Data Platform Engineer, you are responsible for the setup, deployment, and productionising of data-intensive environments. You develop infrastructure as code that will support the setup of the self-service data platform.
Build and maintain Data platform engineering systems cloud compute platforms in a hybrid configuration with systems deployed both to on-premises data centers and cloud (Azure) environments.
Provide third level support and troubleshooting for issues escalated on installed technical solutions
Implement recommendations to ensure optimal performance and reliability for mission critical and global enterprise systems
Work with broader Platform Engineering organization in leading the evaluation of new technologies relative to their domain(s) and makes strategic recommendations
Work with Platform Engineering teams to design environments that optimize our efficiency in delivering value to our customers and the business
Analyze the technology options/feasibility and define the build, delivery, and deployment pipeline for applications
Design and implement tools, plan for future updates, help maintain and update our teams infrastructure
Your Profile:
A Bachelor's Degree in Computer Science, Engineering, or related field or a combination of education and experience
Experience with Data platforms technologies such as Oracle, SQL Server, MySQL, Maria-DB or Eloquence
Experience with infrastructure monitoring (Dynatrace, Icinga)
Experience with Infrastructure-as-Code concepts and tools (Ansible, Terraform)
Strong Knowledge of Microsoft Azure or a similar cloud platform (AWS, GCP, etc.)
What we offer:
Open and dynamic working atmosphere
Attractive remuneration model
Flexible working time model with flexitime regulation to promote work-life balance (including overtime regulation)
Offers within the framework of company health management
20% employee discount on the QVC product range
Employer-funded pension
Wide range of training opportunities
Job Type: Permanent
Benefits:
Flexitime
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Bonus scheme
Show Less
Report"
"Cord
3.8",Software (Data) Engineer,"London, England",£110K - £117K (Glassdoor Est.),"£45,720 /yr (est.)",1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,3.5,"Our mission is to transform the car buying experience across the UK and Europe by providing better selection, flexibility, transparency, convenience and peace of mind. Our aim is to make getting your next car no different to ordering any other product online today, where consumers can simply and seamlessly purchase, finance or subscribe to a car entirely online for delivery or collection in as little as 72 hours.
Cazoo was founded in 2018 by serial entrepreneur Alex Chesterman OBE, has a highly experienced management team and is backed by some of the leading global technology investors.
About the role:
We are looking for an enthusiastic, driven and intelligent data engineer to join the Cazoo team in London, reporting to our Engineering Manager. We are a data-driven tech organisation embracing the world of event-driven and serverless solutions, value-adding data products and cross-cloud providers, data lakes, and data warehouses.
As a data engineer, you will contribute to the development of our internal data products that give Cazoo that edge and form the key of our data-driven company value. Additionally you will have the opportunity to contribute to our data platform that consists of our data lake, data warehouse, pipelines and ML Ops framework.
What you'll be doing:
Work closely with data product managers, data analysts, data scientists, software engineers and other data engineers to understand the internal teams and business needs, and implement optimal data-driven solutions that we all strive for.
Mentor junior engineers and help develop their skill set.
Shape and implement solutions with automation in mind.
Deliver scalable solutions that perform and deliver business value both short- and long-term, irrespective of data size, and being as close to real-time as possible.
Be a driver within a close knit, collaborative engineering team that helps each other out.
Introduce new ideas and approaches to the problems we need to solve.
Improve efficiency and deliver high-quality data solutions to our internal stakeholders.
You should apply if:
We are looking for data engineers who are enthusiastic, have an appetite for learning and self-development and can be an effective part of a team that delivers our data strategy.
You have at least 2 years of experience within engineering, including helping with the design of solutions that deliver the features requested by the product manager.
You have a background of developing data-driven solutions at scale using Python that result in well-tested and robust (ideally serverless) applications.
You are a cloud practitioner with AWS (Amazon Web Services) and services such as Lambda, DynamoDB, S3 and Cloudwatch Events or EventBridge.
You come from a software engineering background and have experience in modern software development practises such as version control (e.g., GitHub), CI/CD and IaC (infrastructure as code, preferably Terraform), and embrace a TDD approach where applicable.
You are proficient in SQL and understand how a document data store differs from a columnar data store and when to use each type of data store.
You have a desire to do things the right way, yet remain flexible with a degree of pragmatism when needed.
You possess a positive, can-do attitude and do not shy away from a challenge.
Any exposure to GCP (Google Cloud Platform), data science or machine learning projects or frameworks is rated but not essential.
Benefits
Along with a competitive salary and flexible working, we offer an outstanding benefits package, including annual bonus and 25 days holiday (plus an extra day for your birthday). At Cazoo we are passionate about well being as such provide an annual wellness fund, free access to the Calm app and are partnered with a leading healthcare provider. We also offer a salary matched pension scheme for up to 5%, along with life insurance and critical illness cover.
Stock Options
Bonus
Up to 5% Matched Pension
Health Insurance
Life Assurance
Hybrid Office/Work from Home Approach
Flexible Hours
Wellbeing Support
1st Stage - Interview with the hiring manager
2nd Stage - Technical Interview
Pair/Live coding exercise
Q&A
3rd Stage - Interview with HR/Engineering Team
4th Stage - Values based interview
Python, AWS, AWS LambdaPython, AWS, AWS Lambda
Show Less
Report"
"Network Homes
4.0",Reports and Data Officer (12 Month Maternity Cover),"Hertford, England",£110K - £117K (Glassdoor Est.),"£32,290 /yr (est.)",501 to 1000 Employees,2016,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.5,3.7,4.3,3.7,3.7,"Reports and Data Officer (12 Month Maternity Cover)
Location: Hertford, SG13 7HH
Salary: £32,290.00
Closing Date: Sunday 29 January 2023
About the role

To provide a responsive, customer-focused service to all contacts through effective and accurate reports and data analysis, provision & support.

To contribute to a high level of customer satisfaction, as part of the organisation’s customer service strategy.

To continuously improve data quality and promote the use of information for decision making through reviewing business processes and other targeted projects as required.

About Network Homes

We are a charitable housing association driven by social objectives to make a positive impact on the places we work in, for the long-term. We have an ambition to build a thousand new homes a year, deliver first class customer service and strengthen our residents trust in us as a landlord.

We own and manage over 20,000 homes across London, Hertfordshire and the South East and are a sector leader amongst the G15 group of London’s largest housing associations. We fundamentally believe in the importance to everyone of a safe, secure, and decent home.

We foster a positive working culture because we’re passionate about our people. Recognised as a Sunday Times 100 Employer in 2019 we have outstanding levels of engagement amongst our people. And we’re focused on becoming even smarter, better, faster, and stronger with our digital transformation programme as we look forward to our recent move into our brand new, modern, stylish offices which we moved into in July 2020.

Network Homes is firmly committed to making sure that our organisation and the communities in which we work are safe places for people to be who they are and live the way they choose. The commitment was recognised at the Housing Heroes awards 2019 where our Equality and Diversity Engagement Group picked up a key award and is demonstrated by us being founding partners for Leadership 2025, the initiative to increase the ethnic diversity of housing’s leadership, and Pledge Pioneers for House Proud, a scheme designed to ensure Lesbian, Gay, Bisexual, Trans and Queer residents can enjoy their homes without fear of discrimination.

Rewards and Benefits

We’re committed to making Network a really great place to work. As well as offering a positive culture we offer a generous pay and benefits package, some of which are listed below:

27 days annual leave – plus an extra day for every year of service
Ability to buy or sell up to five days annual leave per year
Employer matching contribution for pension between 4% and 10%
Flexible and agile working
Season ticket loan
Health & Wellbeing benefits
Perkbox – offering loads of discounts in popular restaurants/movie tickets/gym etc.

We really care about personal development so this role will offer an excellent opportunity for you to develop your career, but also to make a real impact and difference to the service we provide to our customers.

Disability Confident Commitment

We are committed to equal opportunities. We guarantee an interview to anyone with a disability whose application meets the minimum criteria for our post.
Apply Now: click Apply Now
Show Less
Report"
"Cord
3.8",Senior Data Engineer (Remote),"London, England",£110K - £117K (Glassdoor Est.),"£95,000 /yr (est.)",1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,4.2,3.9,3.8,3.5,"Volteras is an early stage, fully funded, clean tech start-up building the future of electric vehicle software.
Our mission is to organise and leverage data to accelerate the transition to a greener and smarter future.
We’re looking to expand our team with exceptional people who work hard on difficult problems that have a significant climate impact.
Who are we looking for
You will have a key role in shaping, scoping and building products for an innovative clean tech company that’s scaling up globally.
As Senior Data Engineer joining the data team, you will report directly to our CDO and will have a key role shaping the data engineering culture at Volteras and handle the entire DataOps lifecycle.
The ideal candidate is experienced in managing end-to-end complex data pipelines and enjoys building and optimising data systems.
Responsibilities
Promote and foster our data curation efforts by designing, building, automating, testing and monitoring data pipelines in close collaboration with data stakeholders using best practices around security and governance;
Play a key role in implementing and maintaining our data lakehouse;
Ensure data quality by implementing continuous testing of pipelines and data;
Communicate clearly and effectively with both technical and non-technical stakeholders in order to maintain internal alignment;
Champion and lead the use of data engineering best practices.
Technical requirements
Proficiency in Python and SQL;
Extensive experience working with databases, data modelling and big data;
Experience with batch and streaming processing, real-time applications, event-based architectures and pub/sub patterns (e.g. Kafka);
Experience with large scale data processing (e.g. Spark);
Experience with data lake / warehousing solutions (Databricks, Snowflake);
Experience working in cloud environments (AWS preferred);
Experience with CI/CD workflows and git best practices;
Familiarity with dbt, great expectations;
Familiarity with APIs (REST, GraphQL);
Familiarity with Docker and terraform.
Compensation & Benefits
Competitive Salary;
Bonus;
Equity;
28 days holiday, in addition to UK bank and public holidays;
Flexible working hours;
Work wherever you want: join our London office or work remotely;
We value work-life balance and friendly environment.
Competitive salary in the range of £70K-100K. Equity options. A high-growth, fast-paced environment with great team. A lot of autonomy and product ownership. You'll be a hugely valued part of the team.
Screening call
Technical take-at-home assessment
Technical interview call
Final call
Python, SQL, Pyspark, Kafka, DatabricksPython, SQL, Pyspark, Kafka, Databricks
Show Less
Report"
UM for Network Rail,Level 4 Data Analysis apprenticeship scheme,"London, England",£110K - £117K (Glassdoor Est.),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Making evidence-based decisions matters
If problem solving and collecting data matters to you, you matter to us.
A Data Analyst Apprenticeship with Network Rail provides you with the chance to find out how data can be used in order to answer questions and solve problems. In your role, you will play a crucial part in helping to make decisions more evidence-based and, most importantly, help Network Rail operate more effectively.
Our Data Analyst Apprentices will be joined by experienced colleagues who will help you learn and develop. Once you work independently, you can apply your skills to help with the successful management of some of our biggest projects.
We offer generous study support with our apprenticeships and once you complete your qualification, there are multiple career options for you to further your development within Network Rail.
Overview
· You will begin with a competitive starting salary, and this will increase throughout the scheme as you develop.
· The scheme lasts for two years.
· You will be based in York , Doncaster , London
· The scheme will be a combination of online and classroom-based study.
Who you are matters
We’re looking for sharp thinkers and those with a curious mind. People who enjoy working in a team but are also confident to work alone with their own judgement to make decisions.
No one day will be the same in this role. You’ll be working in different areas and aspects of Network Rail as you learn about the future of the business and its contribution to the country.
At Network Rail, we invest in your future, exposing you to the different areas and aspects because you will play a key role in future of the organisation and its contribution to the country. In return, we respect individuals who are driven, hardworking and uphold Network Rail’s values and behaviours.
What you’ll be doing
You’ll get hands-on experience working across multiple projects which will help you develop an understanding of how evidence-based analysis plays a vital role in the running of Network Rail. You’ll become a pro in data handling and will be taught a range of analytical techniques to help identify and predict trends and patterns in data. You’ll play a key part in investigating and solving complex problems to prevent their reoccurrence. As data analysis is such a fast-moving environment, it’s imperative that you keep informed of industry trends including data languages, tools, software and lessons learnt elsewhere.
What you’ll get out of it
Once you’ve completed the Level 4 Data Analyst apprentice programme, you will have the opportunity to progress further within Network Rail.
The opportunities it leads to
Many of the apprentices further their career progression within Network Rail, taking on roles such as Planner or Programme Controls Manager.
Job Types: Full-time, Apprenticeship
Benefits:
Company pension
Cycle to work scheme
Employee discount
Free or subsidised travel
Life insurance
Schedule:
Monday to Friday
Supplemental pay types:
Bonus scheme
Work Location: One location
Expected start date: 01/09/2023
Show Less
Report"
"Guy's and St Thomas' NHS Foundation Trust
3.8",Health Data Quality Clerk (15 hours per week),"London, England",£110K - £117K (Glassdoor Est.),"£27,342 /yr (est.)",10000+ Employees,1946,Government,Insurance Carriers,Insurance,$5 to $25 million (USD),3.6,3.2,3.6,3.2,3.3,"Health Data Quality Clerk (Band 3)

Monday & Tuesday or Thursday & Friday08:00-16:00 (15 hours per week)

An exciting opportunity has become available to join the Information Governance and Management team.

The Health Records Department provides services to clinicians, managers and staff on behalf of Guy’s and St Thomas’ NHS Foundation Trust

This is a new, varied and challenging role in a complex and dynamic environment. The ideal candidate will have previous experience within aNHS environmentand have scanning experience.

To succeed in this role; you will need to have excellent communication skills and the ability to develop working relationships with both clinical and non-clinical staff at all levels.

If you are a self-motivated, pro-active individual who has strong time management and communication skills please apply!

Closing Date: 26/01/2023 at Midnight

Written Assessments and Interviews will be held on 02/02/2023

For further details / informal visits contact:
Senior Health Records Officer, Serena Lawrence - serena.lawrence@gstt.nhs.uk

Preparation and Scanning

First line quality assurance of paper health records prior to entry in to Cito

The first line quality assurance of scanned images (QASI) of records entered in to Cito

Adhere to the standards set out in the Trust’s Scanning and Quality Assurance of Health Records Procedure

Scan set amount of documents in the agreed timescales, i.e. 72 hours

Report monthly on performance, ensuring Key Performance Indicators are captured accurately

Duplicate Registration

To ensure all identified duplicate registrations are resolved on Epic

Merges health and dental records (on paper and electronically) for patients with duplicate numbers

Amends overlapping admissions

Escalate any concerns as appropriate to the Data Quality Officers and/or the Deputy Health Records Managers

Liaise with the National Back Office as appropriate

Liaise and work closely with King’s College health records team

Guy’s & St Thomas' (GSTT) is one of the largest hospital trusts in the country. Our hospitals have a long and proud history, dating back almost 900 years, and have been at the forefront of medical progress and innovation since they were founded. We continue to build on these traditions and have a reputation for clinical, teaching and research excellence. Royal Brompton and Harefield hospitals became part of Guy’s and St Thomas’ in February 2021, bringing together world-leading expertise and research in heart and lung disease.

Please see the job description for detailed responsibilities.

To maintain a professional attitude towards all services at all times

Ensure retrieved paper health records from off-site storage are tracked appropriately and reach their destination in a timely manner

Ensure paper health records are stored, tracked appropriately and returned to offsite storage in a timely manner

To adhere to the Trust and departmental health and safety polices and procedures when moving and handling case-notes, whether individually or boxed by using the manual aids provided. (e.g. trolleys)

To ensure the scanning bureau is left in a neat and tidy order at all times

To escalate any IT issues to the IT service desk promptly, ensuring the Data Quality Officers are kept informed of any issues
Start your job application: click Apply Now
Show Less
Report"
"Universal Music Group
3.1","Data Analyst – Kings Cross, London","London, England",£110K - £117K (Glassdoor Est.),"£30,131 /yr (est.)",501 to 1000 Employees,1997,Company - Private,Audio/Visual,"Arts, Entertainment & Recreation",$100 to $500 million (USD),2.7,2.6,2.7,2.7,2.8,"Music is Universal

It’s the passionate and dedicated team at Universal Music who help make us the world’s leading music company. From A&R to finance, legal to digital, sales to marketing, Universal Music is the place to grow and develop your career within a truly commercial and innovative business that leads in everything it does.
Everyone is welcome to apply for our roles, and we are determined to ensure that no applicant or employee receives less favourable treatment because of gender, race, disability, sexual orientation, religion, belief, age, marital status, background, pregnancy, or caring responsibilities. We also recognise the importance of diversity of thought within our teams and are fully committed to embracing the talents of people with autism, dyslexia, ADHD, and other forms of neurocognitive variation.
We will always seek to make appropriate adjustments to recruitment, workplaces, and work processes to be fully inclusive to people with different needs and working styles. If you need us to make any reasonable adjustments for you from application onwards, including alternatives to the online form or to disclose a neurocognitive condition, please email UniversalMusicCareers@umusic.com.
The A Side: A Day in The Life
The Data Analyst role at EMI is integral to supporting the A&R, marketing and commercial teams in driving a culture of insight-based decision making and consistent feedback on our artists’ growth. Identifying the most valuable and impactful signifiers amongst the wealth of data available to us to tell the story in a relatable manner. Our goal is to empower our artists and label teams to make informed decisions based on those insights and ultimately deliver success.
The role will delve into the intersection of music and content consumption across all platforms, translating who and how fans are consuming, their behaviours, preferences and how growth can be positively impacted in this evolving landscape. Working closely with the marketing team and Fused, the Data Analyst will continue to build on the ‘test and learn’ roadmaps for our artists to grow and nurture superfans. Focussing on during and outside of release cycles, with an ‘always on’ approach through content and platform specific strategies.
Looking back is as important as forward, the Data Analyst will play a lead role in driving a culture of feedback and reflection through data, bringing all departments together to dissect performance and learn from artist’s campaigns to inform future decision making.
The Data Analyst will have experience using large sets of data and information and be confident in translating these into actionable insights, plus develop close working relationships with various central data teams including Fused, The Square, Global Data Strategy, Commercial Intelligence and also with social platforms where required.
The B Side: Skills & Experience
Be Analytical
Work closely with all relevant internal and external stakeholders to help find the marketing story within the huge wealth of data we sit upon.
Keep insights concise and easy to measure commercial impact including analysis of streaming and social data that translate to measurable KPI’s.
Most significantly focussing on the impact of organic sound usage across social platforms such as Tik Tok, Instagram and YouTube.
Combine commercial insights with contextual information on artists’ fans to build and deliver a full picture of an artists’ fanbase and how this evolves
Deliver both management friendly and internal updates
Create timely reports highlighting KPI’s of interest from artist to macro level, depending on commercial/label/artist needs.
Use of unique qualitative and quantitative information where relevant.
Be Operational
Build bespoke systems and processes to help speed up processes in a fast-paced environment.
Focus on improving the automation and data self-service across the label, collaborate across departments to help find solutions.
Attend meetings, gigs, showcases, conferences, and other events to represent the label where required.
Be Collaborative
Support key departments at EMI to ensure the successful interrogation of insight driven theories, feed into longer term planning.
Work with data specialists in labels & central teams – both in UK and internationally - to ensure we are fully across the latest changes in this area - evolve our current measurement frameworks including econometric modelling of performance data.
Contribute to long-term plan to effect positive change within the label using data & analysis
Personal specification
Experience in analysis role. SQL, Python or BigQuery knowledge would be a bonus.
Ability to be both creative and data driven.
Extremely digital savvy and quick to adopt trends.
Passionate at reading audiences and trends in the music landscape.
Exceptional communication, presentations and organization skills.
Artist focused and passionate about the music industry with a good knowledge of the digital and short form landscape.
Proactive attitude to work to deadlines, meet targets and multitask in a fast-paced environment.
Strong relationship building skills and a team-oriented approach.
Just so you know…
The company presents this job description as a guide to the major areas and duties for which the jobholder is accountable. However, the business operates in an environment that demands change and the jobholder's specific responsibilities and activities will vary and develop. Therefore, the job description should be seen as indicative and not as a permanent, definitive and exhaustive statement.
Just So You Know…
The company presents this job description as a guide to the major areas and duties for which the jobholder is accountable. However, the business operates in an environment that demands change and the jobholder's specific responsibilities and activities will vary and develop. Therefore, the job description should be seen as indicative and not as a permanent, definitive, and exhaustive statement.

Job Category:
Data, Analytics & Business Intelligence
Show Less
Report"
"Amnesty International UK
2.5",Data Analyst,"London, England",£110K - £117K (Glassdoor Est.),"£44,682 /yr (est.)",201 to 500 Employees,1961,Non-profit Organisation,Grantmaking & Charitable Foundations,Non-profit & NGO,Unknown / Non-Applicable,1.8,3.4,2.3,1.9,3.8,"Contract Details
Permanent
Salary
£44,682 (includes London weighting)
Weekly Hours
35 with flexibility options
Location
London EC2A / Hybrid in the UK
Application Deadline
Wednesday, February 22, 2023
Interview Date
07 March 2023
Job Summary
Amnesty International UK (AIUK) has a simple aim: an end to human rights abuses. Independent, international and influential, we campaign for justice, fairness, freedom and truth wherever they are denied. Do you want to use your skills, knowledge and experience to help change the world? You could be our new Data Analyst.


About the role
The Data Analyst is responsible for providing the insight, reporting and learnings to evaluate the effectiveness and inform the direction of Amnesty International UK’s marketing and campaigning activities. The role is also responsible for managing the extraction of mailing and other contact data for AIUK’s supporter communications.
The Data Analyst is also required to produce reports and dashboards, ensuring that data analysis findings are communicated to key stakeholders across the organisation in an engaging and impactful manner.
We’re looking for someone who is passionate about drawing insights from data and is keen to use their analytical skills to maximise the impact of our campaigns to end human rights abuses.
More details can be found by downloading the job description from our careers portal.


The role may be for you if:
You have undertaken analysis and reporting to inform decision making in a fundraising or marketing context
You can develop and maintain reporting and dashboard solutions.
You collaborate and positively contribute to an inclusive culture.
You have a good knowledge of relational databases and a range of data analysis tools and techniques such as SQL, R and Python.
You can inclusively communicate statistical and technical findings in an easy-to-understand manner.


Our Commitment to you
Inclusion, Diversity, Equity, and Anti-Racism (IDEA) are at the core of our values. We want to be an organisation that tackles structural inequality and prejudice as well as be an actively anti-racist organisation. This means taking a meaningful and equitable approach to supporting and developing you and others during your time with us.
New colleagues receive 27 days leave annually (29 after five years), as well as bank holidays (pro rated for part time). 2-5% employee pension contributions are matched at 6-9% and we offer 6 months full pay for family leave. We offer flexible working such as compressed work patterns and job shares. See more details of our benefits here.
Apply for this role
The vacancy may be closed earlier than advertised if a high standard of applications is received. If you wish to be considered for the role, avoid delay in submitting an application.
We welcome applications from everyone and particularly encourage applications from people from an ethnic minority background, and people with a disability to help us achieve a balanced representation in our workforce, especially at senior grades.
To reduce bias in our shortlisting process, AIUK operates an anonymised application process. If for any reason you prefer to apply in a different format, or require adjustments in the process, please get in touch. We are a disability confident organisation. More details of inclusion in the AIUK recruitment process can be found here.
Show Less
Report"
"Noir Consulting
5.0",BI Analyst,"London, England",£110K - £117K (Glassdoor Est.),"£50,000 /yr (est.)",51 to 200 Employees,2005,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.2,4.7,4.2,4.5,4.5,"My Client is a rapidly expanding Finance company and due to this growth they are looking to add a Business Intelligence Analyst to the team.
The BI Analyst will play a pivotal part in further developing the Analytic capability of the business by developing both short term quick wins and be part of the long term roadmap of developing and integrating the function with colleagues across the company.
Responsibilities
Extraction and analysis of data to the specifications required by the business
Regular reconciliation and validation of the daily reporting.
Liaise with the Sales Managers to gather requirements for future projects and to ensure alignment of strategic goals.
Build and maintain existing dashboard reports, assisting the Sales team with any queries or troubleshooting issues.
Provide proactive advice to the Sales Management Team around trends and opportunities as well as any recognizable retention issues.
Working cross-departmentally including Sales, Financial Reporting Team and Chief of Staff on KPI monitoring.
Involvement in Group PLC annual report and investor presentations with a focus on producing KPIs.
Requirements
In-depth SQL knowledge and understanding of relational schemas, ideally in Microsoft SQL Server
Some knowledge of procedural SQL, an ability to strip down stored procedures and functions to reverse engineer logic
Ability to build and manage BI reports
Ability to build and maintain dashboards, with drill downs
Experience with Tableau and/or proficient in BI products
Develop reports from the data warehouse
Ability to analyse large data sets
Digest concepts and effectively transfer this into actionable analysis
'Can do' attitude
Location: London (Hybrid)
Salary: £40-60k + competitive benefits
We look to recruit individuals from all different backgrounds and encourage you to apply even if you don't tick every box. We celebrate diversity, promote inclusivity and are open to discuss flexible work options to help you balance your work and home life.
NOIRUKNETREC
NOIRUKREC
Show Less
Report"
Alpha Academic,Junior Data Analyst,"London, England",£110K - £117K (Glassdoor Est.),"£29,547 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"In this role, you will:
apply tools and techniques for data analysis and data visualisation (including the use of business information tools)
identify, collect and migrate data to and from a range of systems
manage, clean, abstract and aggregate data alongside a range of analytical studies on that data
manipulate and link different data sets
summarise and present data and conclusions in the most appropriate format for users
Job Types: Full-time, Permanent
Salary: £19,737.43-£39,357.48 per year
Benefits:
Flexitime
Work from home
Schedule:
8 hour shift
Monday to Friday
Supplemental pay types:
Bonus scheme
Ability to commute/relocate:
London: reliably commute or plan to relocate before starting work (required)
Work Location: Hybrid remote in London
Show Less
Report"
"Event Concept
4.1",Junior Data Analyst,"London, England",£110K - £117K (Glassdoor Est.),"£35,000 /yr (est.)",51 to 200 Employees,1992,Company - Public,Audio/Visual,"Arts, Entertainment & Recreation",$5 to $25 million (USD),3.9,3.5,3.9,3.7,3.1,"Event Concept are looking for a Junior Data Analyst to join their data team!
Reporting into our Head of Data and Inventory you’ll work across the business, collaborating with all departments to support the evolvement of our data analytics. You’ll be working closely with our finance and inventory teams developing regular reporting, looking at our assets and analysing movement and profitability. You’ll also have the opportunity to be involved in a variety of data driven projects covering everything from resource time tracking to system integrations.
The Role:
Creating and maintaining Power BI Dashboards and reports, as well as migrating existing Excel reporting across to Power BI
Documenting data integrations and reports including creating and maintaining integrations between data systems to reduce manual entry, utilising data automation tools
Problem solving data issues within systems and identifying program errors
Satellite support for the finance team, including cash flow modelling (excel based)
Assisting with systems best practices with the aim of making our data more accurate
Working with the Head of Data to generate business cases and reporting for our Leadership Team
Assisting with market research and analysis
Gaining an understanding of our order and asset management software with a view to become an internal super user
Working with stakeholders to understand business requirements and suggest areas for analysis
Undertake training required to improve skills required for the role
Exploring the flow of data through the business from the point of enquiry to client delivery and proposing new processes and system integration
About You:
Previous experience in an analytical/data role
A strong understanding of Microsoft Excel and Power Query is essential for this role
You’ll have previously designed and created Power BI reports and have an enthusiasm to develop your data programming skills
You have knowledge of programming languages such as SQL, Oracle, M, R or Python
A genuine passion for data, not only capture but also being able to tell the story and propose change based on that data
Accuracy and attention to detail are a vital skill set for this role
Keen interest and appetite to learn about the live events industry and the importance of data to our growth
Ability to communicate well, orally and written. Professional demeanor and resilient under pressure
Naturally sociable and able to develop and maintain positive working relationships
Awareness that the role is varied and may require a direction from a number of departments
About Us:
We are a values driven organisation and they play an important part of our culture:
Do more with less: Environmental sustainability is one of our core strategic pillars. We have an ambitious environmental 2030 pledge and we will expect you to commit to coming on that journey with us, professionally and personally.
Creative ingenuity: Creativity exists as a red thread through everything we do, from our very visible creative concepts to finding new and creative ways to solve complex problems and evolve internal process.
Always excellent: We deliver excellence to our clients and that requirement filters through to every element of our culture. Our technical excellence and attention to detail underpins all we do (… but that doesn’t mean we don’t take calculated risks!)
Passionately proud: We are immensely proud of our team and they are equally proud of the company they work for.
Talk: We operate a safe and inclusive environment. Awareness and understanding of every individuals lived experience is valued. We talk openly about hard things. We will ask you to do the same.
What’s next?: We always have one eye on the horizon and are continually asking ourselves … what’s next?
Find out a bit more about our Culture here
https://eventconcept.co.uk/media/9280/event-concept-culture-handbook.pdf
Check out our benefits below
https://eventconcept.co.uk/media/9276/ec-benefits-summary.pdf
Sound like you? We’d love to hear from you!
Job Type: Full-time
Salary: £30,000.00-£40,000.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
LONDON: reliably commute or plan to relocate before starting work (required)
Work authorisation:
United Kingdom (required)
Work Location: One location
Show Less
Report"
