Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Macquarie Group Limited
4.3",Senior Analyst – Regulatory Affairs and Aggregate Risk (RAAR) – Stress Testing,"London, England",£40K - £60K (Employer Est.),"£66,229 /yr (est.)",10000+ Employees,1969,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),4.2,4.0,4.6,4.0,3.9,"Do you have an interest in understanding the risks faced by diversified financial institutions? Are you looking for a challenging role as part of a dynamic team? Join our Regulatory Affairs and Aggregate Risk (RAAR) team and play a key role in providing valuable insights across EMEA businesses and regulated entities risk profile and financial strength using the Enterprise-Wide Stress Testing frameworks.
As a member of the team, you will play a key role in the development of material components of our stress testing framework. You will have the opportunity to work with the risk frameworks that cover enterprise-wide stress testing, scenario design and risk identification; oversight of capital adequacy (ICAAP/ICARA), and climate risk scenario analysis.
The role offers plenty of exposure and you will have the opportunity to collaborate and connect with stakeholders in the EMEA region and globally, across the organisation. This will include with Macquarie’s operating businesses, Risk Management Group, Group Treasury, Finance, and senior management and entity Boards.
To be successful in this role, you will ideally bring the following key skills and experience:
Good knowledge of stress testing, and familiar with UK or EU regulatory requirements and guidance around stress testing and ICAAP or ICARA.
Experience in a related role or one which provides for transferable skills within a financial institution, consultancy practice, regulatory body or rating agency.
An academic background ideally with in a quantitative discipline, with an understanding of macroeconomics and risk management.
Keen and broad interest in financial markets, including current and prospective macro-economic, financial, commodity and asset management market trends.
Strong technical, analytical and programming skills (R, Python or similar) with the ability to communicate complex concepts to non-technical stakeholders at all levels.
A strong preference for working collaboratively with strong verbal, written, communication and presentation skills.
If this sounds like the opportunity to further build your career in finance than please apply via the link.
About the Risk Management Group
The Risk Management Group (RMG) is an independent, centralised unit responsible for ensuring all risk across Macquarie are appropriately assessed and managed. Its divisions include Behavioural Risk, Compliance, Credit, Financial Crime Risk, Internal Audit, Market Risk, Operational Risk, Regulatory Affairs and Aggregate Risk, and RMG Enterprise Support.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable workplace enables us to embrace that diversity to deliver more innovative and sustainable solutions for our people, clients, shareholders and communities. At Macquarie, you'll be encouraged to be yourself and supported to perform at your best. If you're inspired to deliver on our purpose of ‘empowering people to innovate and invest for a better future’, we want you on our team. If you need adjustments made to the recruitment process, please reach out to your recruiter.
As an inclusive employer, Macquarie does not discriminate on the grounds of age, disability, sex, sexual orientation, gender identity or expression, marriage, civil partnership, pregnancy, maternity, race (including colour and ethnic or national origins), religion or belief.
Joining Macquarie means you’ll be able to work in a way that suits you best. With the right technology, support and resources, our people can work in a range of flexible ways. Talk to us about what working arrangements would help you thrive.

About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 18,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.

Job no: RMG-970635
Work type: Permanent - Full time
Location: Dublin, London
Category: Junior, Risk Management
Group: Risk Management Group
Division: RAAR
Recruiter: Richard Dyson
Opening Date: 03/1/2023
Show Less
Report"
"Janus Henderson
4.2",Enterprise Data Steward - Analyst,"London, England",£40K - £60K (Employer Est.),"£31,037 /yr (est.)",1001 to 5000 Employees,2017,Company - Public,Stock Exchanges,Finance,Unknown / Non-Applicable,3.6,4.1,4.1,3.6,4.3,"We are a leading independent global asset manager, dedicated to delivering the best outcomes for our clients through a highly diversified range of actively-managed products. We are truly global, supporting our individual and institutional investors across a range of products, encompassing equities, fixed income, multi-asset and alternatives. Our high-energy and collaborative culture at Janus Henderson helps our client achieve their goals and ensures that our people love the place they work.

Our culture is the foundation for how we interact with clients and one another as part of our unique, people-focused work environment. We support a flexible hybrid working model that allows teams to build a strong and positive culture by inspiring innovation and increasing collaboration. Currently our hybrid working model allows employees to work 3 or more days in office and the remaining time remotely.

Employees and Managers will discuss and determine what schedule works best for them and the team, with additional flexibility available based on the role, business needs, and individual circumstances.
JHI Workplace Practices is subject to change as the future of work within our organization evolves.
The department

The Enterprise (ED) department plays a crucial role in supporting the success of the business. We are responsible for developing and implementing a global Data Management model and Data Governance organization to support our fund management, trading, distribution, regulatory and operational areas with high quality data obtained from trusted and resilient sources.

Overview of the role

You are responsible for performing various functions associated with maintaining all reference data (Investments) across multiple systems, for a variety of investment products, with the goal of providing accurate, timely data that is used for analytics, risk management, trading, finance, compliance, marketing, and client reporting. This includes developing and analyzing daily, weekly, and monthly reports to ensure accuracy, compliance and control.

Duties and responsibilities

You will:

Partner with business teams, Technology, and other Data Stewards to ensure data deliverables are linked and opportunities are prioritized to meet engagement and business plans.
Deliver data solutions to enable insights tied to strategic projects supporting the business community
Collaborate with other Data Stewards to manage and coordinate Business Data Community activities and deliverables
Collaborate with technology, business units, and operations teams to drive the data requirements, prioritization, and implementation of data in the firm’s strategic projects
Document and deploy consistent enterprise-wide data definitions, processes, and ownership
Define and report on key metrics related to quality of data
Lead efforts to ensure improvement in quality of data
Create and maintain core metadata on the governance platform
Develop effective relationships with business areas, data operations, and technology to oversee the delivery of data-related services to the organization
Partner in the development of data operations standards as needed to effectively manage data across the firm
Be the voice of data for incoming projects & changes impacting datasets
Support a culture of analytics and using new technologies to support business expansion
Ensure that a data-driven culture is integrated in the community work, strategy, and actions
Carry out other duties as assigned

Potential for growth

Mentoring Leadership development programs Regular training Career development services Continuing education courses

Supervisory responsibilities

No Data management experience within the Asset Management services sector (preferably in the buy side)

Nice to have skills

Some project management experience Knowledge of data governance practices and processes is a plus Experience in contributing to business requirement documentation

Must have skills

Expertise in asset management process-related data The ability to fluently communicate with investment management business professionals to gather and understand requirements and solve problems is essential. Experience of working with and analyzing large data sets Proficiency with MS Office suite and familiarity with tools such as Alteryx, SQL, Python, Power BI and other technologies that assist in manipulating and visualizing data A proven team player with strong collaboration skills Self-motivated, driven and solution-oriented mindset, with a proven track record of execution Strong analytical background Bachelor’s degree in mathematics, business administration, statistics, or computer science (or similar)

What to expect when you join our firm

Hybrid working and reasonable accommodations Generous Holiday policies Excellent Health and Wellbeing benefits including corporate membership to ClassPass Paid volunteer time to step away from your desk and into the community Support to grow through professional development courses, tuition/qualification reimbursement and more All-inclusive approach to Diversity, Equity and Inclusion Maternal/paternal leave benefits and family services Complimentary subscription to Headspace – the mindfulness app All employee events including networking opportunities and social activities Lunch allowance for use within our subsidized onsite canteen
Janus Henderson (including its subsidiaries) will not maintain existing or sponsor new industry registrations or licenses where not supported by an employee’s job functions (as determined by Janus Henderson at its sole discretion).

All applicants must be willing to comply with the provisions of Janus Henderson Investment Advisory Code of Ethics related to personal securities activities and other disclosure and certification requirements, including past political contributions and political activities. Applicants’ past political contributions or activity may impact applicants’ eligibility for this position. Janus Henderson is an equal opportunity /Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. All applications are subject to background checks.
Apply Now: click Apply Now
Show Less
Report"
"Axa
3.8",Data Science & Insights Analyst,"London, England",£40K - £60K (Employer Est.),"£50,286 /yr (est.)",5001 to 10000 Employees,1996,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.5,3.8,3.8,3.5,4.0,"Description
At AXA, we're building a new team creating a CoE Finance Data & Analytics Hub as we the Finance CoE aim to deliver the latest in Modeling, Reporting on Microsoft's Azure cloud platform.
Reporting to the Data Science and Insights Manager, we're recruiting for 2 x Data Science and Insights Analysts to join the team and will help build data framework and explore data available in the Azure DataLake for reporting and insight generation for Finance CoE. Data is expected to be primarily from structured databases to begin with Focus on Finance databases. Later data from Business units also to be explored. We'll then use big data tools such as Databricks, PowerBI on Azure to process data to build predictive models as well support in various Reporting/ Visualizations for Finance teams. As part of the role, you'll have the opportunity to liaise with the Product owners to define products and generation of the same.
At AXA we’re adopting a Hybrid way of working, empowering our people to balance their time between home and our London or Ipswich offices in a way that works best for them, their team and our customers.
What you’ll be doing:
Supports the business through creation of structured BI reporting actionable and meaningful business insight for strategic or material use cases.
Execution of data science activities, using machine learning to solve business problem and develop new products for the wider business.
Collaborates with Product Owners to identify strategic value opportunities.
Oversees the creation of re-usable patterns to enable business functions to transition current business insight use cases onto PowerBI / Excel.
Support local stakeholders with communication and knowledge management strategy to educate and ultimately empower consumers of data on the governance policies and practices.
Collaborate with peers across business to deliver inputs to the overarching data strategy and communicate the same through various medium.
Due to the number of applications we expect to receive for this role, we reserve the right to close this advert earlier than the listed closing date to ensure we’re able to effectively manage interest. Therefore, if you’re interested in joining us at AXA, please don’t hesitate to apply.
Qualifications
Demonstrable experience working withing financial services/ insurance setting in a similar role.
Practical experience in developing data science and insight deliverables using languages such as SQL and Python, and PySpark, PowerBI.
Experience with Cloud and ML tools and technologies such as Azure Cloud and Databricks.
Significant experience in creating and delivering effective business insight outputs to deliver business value.
demonstrate effective communication, influencing and strong relationship building skills, both within and outside the immediate team.
Proven ability to plan and prioritise own work.
As a precondition of employment for this role, you must be eligible and authorised to work in the United Kingdom.
This position has been defined as an Insurance Distribution Directive (IDD) role under the IDD regime which means that in addition to pre-employment screening checks, the successful candidate will be subject to background screening every 4 years with an annual declaration in interim years.
What we offer
One of the best things about joining AXA is our rewards package. At AXA UK, we’re appreciative of the people who work for us and our rewards package is reviewed regularly to reflect that. You can expect to receive:
Competitive annual salary
Annual company & performance-based bonus
Contributory pension scheme (up to 12% employer contributions)
Life Assurance (up to 10 x annual salary)
25 days annual leave plus Bank Holidays
Opportunity to buy up to 5 extra days leave or sell up to 3 days leave
AXA employee discounts
Gym benefits
Our ambition is to become one of the most inspiring companies to work for, as such we’re committed to supporting employee needs, providing meaningful career development and celebrating differences. We understand that everyone has individual work and home life responsibilities, therefore we’re happy to discuss flexible working arrangements for this role, should this be a requirement for you.
We look for candidates with the right skills and values to join us and selection is based on a fair and equal process. As a regulated financial services company, all successful candidates will be subject to preemployment checks. We’re committed to providing equal opportunities for all, therefore we welcome and encourage applications from people of all backgrounds. As a disability confident employer, we’re pleased to offer our support and access to the AXA Accessibility Concierge should you require an alternative method of applying or any reasonable adjustments to be made during the recruitment process.
To apply, click ‘Apply Now’ and you’ll be able to upload your profile/CV from there. If you’d like to discuss this role further or would like to engage with our Accessibility Concierge, please send an email to leanne.white@axa-insurance.co.uk
#LI-Hybrid #Insurance2
About AXA
With a presence in over 60 countries, and 165,000 employees serving the needs of 107 million customers, AXA is big.
But never too big to care for every single person who works here. So when you join us, we promise to put our collective might behind you and your career.
You’ll work in an open and supportive environment where you’ll be developed, challenged and encouraged to move around to achieve even bigger and better things – nationally and internationally. You’ll learn directly from senior leaders, from the best in our business. And you’ll enjoy real responsibility, really early on.
Every large company today talks about supporting diversity and inclusion. But at AXA UK, these values form an integral part of everything we do. For us, it’s about bringing together the best talent, helping people to realise their full potential by being 100% themselves at work and delivering outstanding service to everyone – regardless of difference.
Proud to be part of the AXA Group, a global insurance brand and a worldwide leader in financial services, AXA Insurance businesses employ over 5,500 in a network of offices across the UK. Our expert teams care for a huge range of customers, helping them protect their cars, homes and businesses against life’s uncertainties. Whether bought directly, through brokers or through a number of corporate partners, our market-leading products are trusted by millions.
Apply Now: click Apply Now
Show Less
Report"
"NTT Data UK
3.9",BI & Data Analytics - Multiple levels,"London, England",£40K - £60K (Employer Est.),"£45,000 /yr (est.)",1001 to 5000 Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.9,3.7,4.0,3.6,3.9,"You'll be joining the 6th largest IT Service Provider, present in more than 50 countries. From our roots in Japan, NTT DATA's mission is to facilitate business change and technology transformation across many industries for a better future for our business, people and community.

Everything we do is underpinned by our core values of 'Clients First', 'Teamwork' and 'Foresight' and we achieve these by putting people first.

We support and celebrate our differences and preferences, these are what makes us unique. Some of our initiatives, collectively known as “DO Diversity”, aim to create a space for us to learn and get involved in building a truly diverse environment.
Show Less
Report"
"Royal Mail Group
3.3",Data Analyst,"London, England",£40K - £60K (Employer Est.),-1,10000+ Employees,-1,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD),2.6,3.2,2.7,2.3,3.3,"Job reference number 292386
£30,000 - £35,000 per annum (subject to experience), 6% bonus potential and pension scheme
22.5 days annual leave plus bank holidays
Full time, 37.5 hours per week
Permanent
Remote Working

With over 2,600 sites, Royal Mail Group (RMG) has one of the largest corporate real estate and property portfolios in Europe. With a such large estate, the waste generated is immense; from food waste, recycling material to fleet and hazardous waste, we need to control and reduce our waste and data is one of the key factors to achieving this.

Royal Mail Property & Facilities Management (PFSL) have a vacancy for a Data Analyst who will support the Waste Contract Manager in providing robust, accurate and timely reports relating to waste.

The role
As a key member of the Facilities Management (FM) within FM Operations, you’ll provide a comprehensive data analysis and reporting service to the Environmental Team in relation to Royal Mail waste output. The majority of the data is via 3rd Party contracts which needs to be reported centrally to meet regulatory and environmental commitments.

In this key role, you’ll be accountable for the collation, compilation, dissemination and reporting of data with an intention that when better understood and managed, the waste volumes can be reduced or moved up the waste hierarchy with a preference for increased re-use or recycling.

You’ll work with several providers to ensure regular accurate reporting and identify areas of opportunity to reduce costs, increase recycling income or reduce overall volumes. Providers include a range of services that generate waste from their operations on RMG premises including waste disposal companies, grounds maintenance, drainage maintenance, confidential waste contractors and catering providers.

Other accountabilities include:

Accountable for the quality and integrity of waste management data by weight, cost, and waste stream type submitted to PFSL and the rest of Royal Mail Group.
Become the subject matter expert on waste data and support RMG in meeting its stated targets for waste reduction.
Build relationships with similar role holders in 3rd party providers to improve the flow of information and develop more useful and usable data.
Carry out site visits and audits to ascertain the effectiveness of PFS Ltd third-party supply chain services and the data they produce with input from operational colleagues and RM customers.
Be flexible in your approach and able to adapt, manage and where necessary drive supplier activity and reporting changes.

Location
Remote working with ad hoc travel to UK sites as and when required.

About you
You need to demonstrate the following skills and experience on your CV:


A Numerate Degree or Relevant Numerate Technical qualifications at or above NVQ level .
Extensive Excel experience at an advanced level for the analysis of data and production of reports.
Demonstrable experience of detailed data handling in a corporate environment.
Experience in using analytical software to mine data and produce reports.
Comprehensive analytical skills, with the ability to review and analyse performance data. budget information etc to identify and implement improvements.
Strong presentation skills and communication, with the ability to effectively create and deliver effective written reports and verbal presentations.
Desirable Sector Specific knowledge for waste and recycling management.
Proven track record of working at pace and the ability to meet targets and deadlines.
Skills in working with 3rd parties to obtain, interrogate and query the supply of data.

Closing Date: Monday 30th January. Please note, this advert may close early if the appropriate number of applications has been reached.
Interview Dates: We plan to hold the first stage interviews on the 10th/13th February

About Us
Royal Mail Property & Facilities Solutions is responsible for upgrading and safely maintaining one of the largest corporate real estates and property portfolios in Europe, with over 2,600 sites.

We pride ourselves in working to the highest standards of both technical assurance and customer service. It’s our job to support Royal Mail in being the best delivery company in the UK and that it is fit for delivering to 29 million addresses nationwide, six days a week.

Through our core delivery pillars of Real Estate & Value Generation, Property Programmes & Projects, and Workplace Services, Royal Mail Property & Facilities Solutions plays a key role in keeping the mail moving.

Royal Mail Property & Facilities Solutions employs 3000 employees and is owned by Royal Mail Group Ltd.

.
#RMG #LI-POST
Show Less
Report"
"Lorien
4.4","Data Analyst (Python, PySpark & SQL) - Contract","London, England",£40K - £60K (Employer Est.),-1,201 to 500 Employees,1977,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.5,4.3,"Data Analyst (Python, PySpark & SQL) - Contract
A top financial services company is currently looking for a Data Analyst that has strong experience working with Python, PySpark and SQL to join their team on a 6-month initial contract. This will require weekly travel to their offices based in Milton Keynes / London. Please note this role will be paid via an umbrella company.
In this role you will…
Be accountable for the development and delivery of data, data infrastructure, data controls to support reporting, analytics, business intelligence.
You'll be part of a specialist team of data engineers, data and project analysts & BI developers supporting the consumer duty agenda.
Key skills & experience required:
Previously worked within the financial services.
3-5 years' experience in Data & Analytical roles operating across the analytical spectrum on a daily basis.
Comprehensive Understanding of traditional analytical tools e.g., SQL (SAS, PostGres)
Experience of using Python for data transformations
Significant experience in working autonomously with Big Data toolset (Hadoop, Impala, Hive)
Knowledge of in data visualisation techniques using Power Point, Excel, BI tools (e.g., MicroStrategy, PowerBI, Tableau, SSRS)
Ability to translate complex data and analysis into simple, actionable outputs.
This is a contract role working for a top financial services company. Please apply with your CV or call to discuss further.
IND_PC2
We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age
Show Less
Report"
The Royal College of Emergency Medicine,Data Analyst,"London, England",£40K - £60K (Employer Est.),"£36,300 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Data Analyst
£36,300 pa plus excellent benefits
London Bridge, London
35 hours per week
As Data Analyst, you will support with the maintenance and development of all RCEM assessments, by researching into the development of the assessments and contributing to their evaluation. You will also work closely with the Exams Team and Quality and Standards Team to deliver College exam results.
The Data Analyst is an important role for the College as you will be responsible for conducting routine statistical analyses to evaluate the validity and reliability of exams and produce written reports detailing your analysis of exam performance, candidate outcomes and any other analysis.
Reporting to the Head of Psychometrics, you will identify areas for development of College assessments based on your analysis and be responsible for presenting and discussing the outcomes of your analysis to various stakeholders where required.
In addition, you will also you will ensure exam quality by checking accuracy of OSCE and SBA Exam data as part of the results production process, whilst contributing to the development of examiner training and refinement of exam content.
Degree qualified in Statistics, Psychology, Science or Maths, or with a degree utilising a strong quantitative research methods element, you should have experience analysing large datasets, summarising data and using descriptive statistics and research methods such as regressions, ANOVAS, Correlations.
With a background in conducting research and writing reports, perhaps with published research, you should have a demonstrable ability to interact with key stakeholders and explain findings and outcomes concisely and coherently.
Knowledge of Quantitative Research methods is essential, whilst experience in test development and in assessment theories (Classical Test theory/Item Response Theory) would be desirable.
The Royal College of Emergency Medicine was established to advance education and research in Emergency Medicine. The College is responsible for setting standards of training and administering examinations in Emergency Medicine for the award of Fellowship and Membership of the College as well as recommending trainees for CCT in Emergency Medicine. The College works to ensure high quality care by setting and monitoring standards of care and providing expert guidance and advice on policy to relevant bodies on matters relating to Emergency Medicine.
At RCEM diversity, equality and inclusion is an integral part of our culture so it is important to us that this is reflected in everything that we do. We welcome applications from all individuals irrespective of age, race, gender, sexual orientation, ethnicity, religion or belief, disability, marital status or parental responsibilities to ensure we actively embrace an inclusive and representative culture that encourages, supports and celebrates our differences.
For further information and to apply, please send your CV and covering letter via the email application link. Please draw upon your experiences in your life, education, work, or voluntary roles to address to the points outlined in the Person Specification which can be found on our website. It is essential that a comprehensive cover letter is provided in order to be considered for shortlisting.
Closing date: 31 January 2023.
Job Type: Full-time
Salary: £36,300.00 per year
Benefits:
Company pension
Work from home
Schedule:
Monday to Friday
Ability to commute/relocate:
London: reliably commute or plan to relocate before starting work (required)
Work Location: One location
Application deadline: 31/01/2023
Show Less
Report"
"Amnesty International UK
2.5",Data Analyst,"London, England",£40K - £60K (Employer Est.),"£44,682 /yr (est.)",201 to 500 Employees,1961,Non-profit Organisation,Grantmaking & Charitable Foundations,Non-profit & NGO,Unknown / Non-Applicable,1.8,3.4,2.3,1.9,3.8,"Contract Details
Permanent
Salary
£44,682 (includes London weighting)
Weekly Hours
35 with flexibility options
Location
London EC2A / Hybrid in the UK
Application Deadline
Wednesday, February 22, 2023
Interview Date
07 March 2023
Job Summary
Amnesty International UK (AIUK) has a simple aim: an end to human rights abuses. Independent, international and influential, we campaign for justice, fairness, freedom and truth wherever they are denied. Do you want to use your skills, knowledge and experience to help change the world? You could be our new Data Analyst.


About the role
The Data Analyst is responsible for providing the insight, reporting and learnings to evaluate the effectiveness and inform the direction of Amnesty International UK’s marketing and campaigning activities. The role is also responsible for managing the extraction of mailing and other contact data for AIUK’s supporter communications.
The Data Analyst is also required to produce reports and dashboards, ensuring that data analysis findings are communicated to key stakeholders across the organisation in an engaging and impactful manner.
We’re looking for someone who is passionate about drawing insights from data and is keen to use their analytical skills to maximise the impact of our campaigns to end human rights abuses.
More details can be found by downloading the job description from our careers portal.


The role may be for you if:
You have undertaken analysis and reporting to inform decision making in a fundraising or marketing context
You can develop and maintain reporting and dashboard solutions.
You collaborate and positively contribute to an inclusive culture.
You have a good knowledge of relational databases and a range of data analysis tools and techniques such as SQL, R and Python.
You can inclusively communicate statistical and technical findings in an easy-to-understand manner.


Our Commitment to you
Inclusion, Diversity, Equity, and Anti-Racism (IDEA) are at the core of our values. We want to be an organisation that tackles structural inequality and prejudice as well as be an actively anti-racist organisation. This means taking a meaningful and equitable approach to supporting and developing you and others during your time with us.
New colleagues receive 27 days leave annually (29 after five years), as well as bank holidays (pro rated for part time). 2-5% employee pension contributions are matched at 6-9% and we offer 6 months full pay for family leave. We offer flexible working such as compressed work patterns and job shares. See more details of our benefits here.
Apply for this role
The vacancy may be closed earlier than advertised if a high standard of applications is received. If you wish to be considered for the role, avoid delay in submitting an application.
We welcome applications from everyone and particularly encourage applications from people from an ethnic minority background, and people with a disability to help us achieve a balanced representation in our workforce, especially at senior grades.
To reduce bias in our shortlisting process, AIUK operates an anonymised application process. If for any reason you prefer to apply in a different format, or require adjustments in the process, please get in touch. We are a disability confident organisation. More details of inclusion in the AIUK recruitment process can be found here.
Show Less
Report"
"Royal London Group
3.6",Trainee Data Analyst,"London, England",£40K - £60K (Employer Est.),"£51,962 /yr (est.)",1001 to 5000 Employees,1861,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),3.3,3.8,3.7,3.1,3.9,"Job Title: Trainee Data Analyst
Contract Type: Permanent
Location: London
Closing date: 3rd February 2023

At Royal London we believe your difference is our strength and our organisation benefits from the different perspectives that diversity brings. Studies have shown that people from under-represented groups are less likely to apply unless they meet every requirement. So, if you’re excited about this role but your past experience isn't a perfect fit with the job description, we encourage you to apply anyway as you may be the right candidate for this or other opportunities.

About the role

We are looking for two Trainee Data Analysts to join the Data Management Support. You will govern data, by managing the workflow throughout the data lifecycle - from acquisition, delivery to archive. You will be responsible for monitoring inbound and outbound data flows – including the delivery of transactions which are in-scope of MiFID II reporting.

The Data Management Support team is part of the wider Data Management Group responsible for supporting the management of RLAM’s investment data.

Key responsibilities

Analyse, create and manage key data sets, ensuring errors as a result of incorrect data are kept to a minimal.
Meet daily and monthly SLA’s for data creation, exception reporting, and data delivery including MiFID II transaction reporting to RLAMS Approved Reporting Mechanism.
Ensure customer queries are fully meet and resolved within an appropriate timely manner
Responsible for monitoring MiFiD II transaction reporting delivery, ensuring accurate timely reporting of in-scope transactions
Provide effective and timely communication to relevant business and IT areas when interruptions and failures occur.

Criteria

Experienced in Excel, word and PowerPoint
Will either typically possess a university degree, analytic and systems skills, basic knowledge of finance and good communication skills, or will have a background in the operations area and will have acquired an understanding of the process.
Customer focus – showing a do it right do it now mentality
Confident and effective communicator
Analytical – capability to analyse data, identifying gaps and trends

What we offer

We've always been proud to reward our employees by offering a number of great benefits including:

A generous group pension scheme (up to 14% matching employer contribution)
28 days annual leave plus bank holidays with the option to buy/sell up to 5 days
Annual company and performance based bonus
Life assurance (up to 8 x annual salary)
Enhanced parental leave policies
Private medical insurance
Employee Assistance Programme - Access 24/7 to confidential health, legal & financial advice

Full details can be found on our benefits page

About Royal London

Royal London is the largest mutual life insurance, pensions and investment company in the UK. Since its foundation 160 years ago, Royal London has supported millions of people to protect and provide for themselves and their families.

Royal London Asset Management (RLAM) was established in 1988 and is a wholly owned and central part of the Royal London Group. Since our inception we have built a reputation as an innovative, high performing fund manager. Our track record and exceptional client service have been recognised with a number of awards. We are proud of the people we employ, the performance we have delivered and the wide-ranging group of clients we manage.

At Royal London, our People Promise is that we will all work somewhere inclusive, responsible, enjoyable and fulfilling. This promise has been at the heart of our approach to hybrid working, ensuing a balance of time working in our offices, supporting the culture of collaboration and inclusion and some working time from home, so we can all continue to benefit from the flexibility this brings. Our hybrid working approach is built around our mutual mindset, thinking about what is good for us as individuals (the ‘me’) and in the context of what is right for our customers, our colleagues and The Royal London group (the ‘we’). Together we belong- collaborate – learn and perform.

Our expectation is that colleagues working in hybrid roles will come into the office for 50% of their time, and the rest from home. We want to be as consistent as we can with our approach but we also appreciate some colleagues need adjustments based on personal circumstances. (e.g. to support a disability, or caring responsibility) and / or may wish to formally seek a flexible working pattern in line with our flexible working policy.

We appreciate the world of work continues to evolve and we will continue to listen to our colleagues views on this whilst ensuring our on-going approach is right for our business and customers
We are an equal opportunities employer. We work hard to attract the best talent for our award-winning team. We believe that embracing difference makes us stronger. Our diverse people bring us different skills – whatever their educational background, disability, gender, age, sexual orientation, race, religion or belief.
Show Less
Report"
Unwork,Data Analyst,"London, England",£40K - £60K (Employer Est.),"£30,000 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"We are looking for an analytical and critical thinker to join our consulting team as an analyst. This is an opportunity for applicants with initiative and business acumen to work directly with our clients, some of the most dynamic companies across the world. The role will involve working on the data and analysis side of our consulting projects. Typical projects focus on work and workplace strategy, property and real estate strategy, technology and change management.
Position Profile
As an analyst, you will form part of our consulting team. This is an exciting opportunity to join an innovative and creative consulting company, which is part of a wider group focusing on the impact of new technology and design on people, business and the built environment.
You will mainly be working on the back end of the data side of the business, collecting data, producing visualisations, and improving our methods. This will involve extensive use of MS Excel, Tibco Spotfire, Python, R and potentially other data analysis platforms. You will be responsible for using these to generate insights into client data which will be used to make strategic decisions.
Key Responsibilities
Assisting with data collection process
Data and trend analysis
Questionnaire design and results analysis
Creating presentations, interim and final delivery packs for clients, involving copy writing, content creation, image selection and layout design
Creating and managing a database of all data collected from previous and future projects
Process automation
Using novel methods and tools to improve existing processes
Attending workshops and client meetings as required
Experience
Educated to degree level (or equivalent qualification/relevant experience) or higher in a numerate/scientific discipline
Strong ability in MS Excel and PowerPoint
Previous experience in a business research or analyst position (desirable)
Intermediate ability/experience of MS Access (desirable)
Knowledge of or experience in coding (desirable)
Knowledge of or experience in Python, R and/or VBA (desirable)
Skills And Characteristics
Excellent analysis and writing skills
Business acumen and understanding of business needs
Strong verbal and written communication skills
Strong analytical and critical thinking skills
Strong time and project management skills
Other Role Information
Location
You will primarily be located at our South Bank office but may also work occasionally at our Hampton Wick head office and regularly from client sites within the UK and occasionally abroad.
Pay and Benefits
Salary package £25-35k (including bonus) depending on experience
32 days holiday per annum rising to 37 linked to length of service (incl. Bank Holidays)
Hybrid working
Share options
Pension
For more information, visit www.unwork.com
Job Type: Full-time
Salary: £25,000.00-£35,000.00 per year
Benefits:
Company events
Work from home
Schedule:
Monday to Friday
Ability to commute/relocate:
London, SE1 0HF: reliably commute or plan to relocate before starting work (required)
Application question(s):
Do you hold a numerate/scientific degree?
Have you worked with quantitative or qualitative data before?
Will you now or in the future require sponsorship for employment visa status?
Experience:
Python: 1 year (required)
Microsoft Excel: 1 year (required)
Work authorisation:
United Kingdom (required)
Work Location: Hybrid remote in London, SE1 0HF
Application deadline: 30/01/2023
Show Less
Report"
