Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
Centerra Solutions,SENIOR SOFTWARE ENGINEER,"London, England",-1,"£60,992 /yr (est.)",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"These simple processes set the rules for a vacancy control and minimisation. Every retail shopping centre should have a vacancy control programme incorporating these and other factors of decision. In this way the property can be allowed to perform effectively whilst under the pressure of a vacant area.
Department:
The Digital Company
Project Location(s):
London, England
Job Type:
Full time, Employee
Education:
General secondary (high)
Compensation:
$125 000
Responsibilities Include:
Collaborating closely with Investor Relations, operations.
Each month the program is extended out for the further 24th month and strategies are set for the newly identified issues. The vacancy control program should be a forward looking program that focuses on the next period of 24 months in the shopping center.
Poorly matched tenant mix initiatives within the property to optimize retail sales opportunities.
Facing the facts of a property vacancy and dealing with them professionally in a timely way, will usually minimize the vacancy downtime. You can then keep the income and outgoings following for the landlord at reasonable levels.
The development of a larger property in the same location that attracts tenants away from your property.
For this very reason, it pays to have a Vacancy Control Programme (VCP) in your retail property. The vacancy control program should be a forward looking program that focuses on the next period of 24 months in the shopping center.
QUALIFICATIONS
Bachelor’s or Master’s Degree from a top university, CFA or equivalent credentials are a plus.
Experience articulating complex systematic investment strategies in a straightforward, comprehensible manner.
Verifying compliance of critical networking equipment with policies and requirements.
Experience working with sophisticated institutional investors and managing day to day relationships.
Providing requirements and guidance for internal network separation/segmentation and access control;
Show Less
Report"
"Spendesk
4.7",Software Engineer - Banking,"London, England",-1,"£74,330 /yr (est.)",201 to 500 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.6,4.3,4.8,4.5,4.5,"What will you do

The banking team within Spendesk is in charge of everything thing related to money. From generating virtual cards, to making wire transfer, or maintaining balance for customer accounts. This critical part of the software requires secure and reliable solutions.
Your work is to develop and maintain the API that offers banking service within Spendesk, and the back office that allows internal auditor to operate the banking platform. We expect engineers to be able to work on every part of the feature, specs, technical design, development, testing, documentation, and maintenance.
You will be part of one of the 2 squads (4 Developers per squad) that hates the comfort zone, moves fast and deals with trade-offs all the time. Money doesn't allow approximation, in the banking squad we don't compromise over quality.
Finally, your job is not only about writing code, we are looking for great team player. As money is at the heart of our system, you’ll get to work closely with anyone across the company and every decision you’ll make may have a huge impact.

Our stack
Typescript
Node.js for our backend and banking applications
React/Redux on the frontend of the backoffice.
PostgreSQL for data storage, Redis and SQS for jobs and queues
Terraform to define our infrastructure
AWS to run all of this
Github actions for CI.
What we're looking for
At least 4+ years of experience in back-end development with respect to state-of-the-art practices
Strong experience in designing distributed and secure systems
Knowledge of modern JavaScript/ES6
Experience with NodeJS on large scale backend applications
Good knowledge in micro-services architectures
Good knowledge in relational databases concepts and SQL
Good knowledge in designing, building and maintaining APIs
Comfortable with DevOps aspects
Autonomy, fast-learning and proactiveness
Good knowledge on testing best practices
#remote opportunity

As we are an international team, please submit your application and CV in English.


About Spendesk
Spendesk is the 7-in-1 spending solution built for finance teams to make faster, smarter spending decisions. Founded in 2016, Spendesk is now one of the fastest-growing fintechs in Europe, with over 4,000 customers and an international team of 500+ employees based in Paris, Berlin, London, Hamburg, and remote. We’ve raised over €260M from leading investors, and been named a French tech unicorn. And we’re not stopping there!

About our people & culture
We believe that people do their best work when they’re given the freedom to thrive and grow. That’s why liberation is at the core of everything we do. We empower Spendeskers to take ownership of their work, to navigate ambiguity, and seize every opportunity. Spendeskers come from all over the world (35+ countries and counting!) but we have plenty in common: we're bold, ever-curious, committed to kindness, and tackle every challenge with a positive mindset.

About our benefits
Our culture is built on trust, empowerment, and growth — with benefits to match!

Fully covered Oyster card for traveling to and from our new office (up to £250 monthly depending on location)
-£45 monthly wellness allowance, accruable, to be used on whatever wellness means to you - through the Ben platform
Access to Moka.care for emotional and mental health wellbeing
Pension scheme (on salary sacrifice): 5% employee / 5% employer (by Aviva)
28 days of holidays
Latest Apple Mac equipment
Company virtual events
Visit our other offices: Paris, Berlin & Hamburg
Great office snacks to fuel your day
A positive team to work with daily!
Vitality private health insurance (for you and your family/partner)
Bupa private dental care

Diversity & Inclusion
At Spendesk, we're committed to fostering an environment where all differences are encouraged, supported and celebrated. We're building our culture for everyone, with everyone. Our goal is to attract and build a diverse, equal and inclusive team, where everyone feels welcome and we truly embrace and encourage people from all backgrounds to apply.

What you can expect from the hiring process:

1. A video call with one of our Talent Acquisition Partners to fully understand your career aspirations and answer any questions you have
2. A series of video calls with members of the team to align on what they will expect from you, and assess your technical skills and job fit
3. A final video call with the Hiring Manager, Head-Of or CEO depending on the seniority level to review any remaining questions
Show Less
Report"
"PeopleFirst Recruitment
4.0",New job-C# .Net Developer-IT in finance sector-London,"London, England",-1,£37.50 /hr (est.),Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,4.0,3.5,4.0,4.0,3.5,"New job-C# .Net Developer-IT in finance sector-London
up to £300 per day (PAYE)
Temporary
Central London
Ref: 21295
Your New Job Title: C# .Net Developer - IT in finance sector, London
The Skills You'll Need: previous experience asC# .Net Developer

Your New Salary: up to £300 per day (PAYE)

Location: London

Who You'll Be Working for: International IT company

To be successful in this role our client has said it is essential that candidates: have C# .NET software development experience

If that means this job isn’t a match for you please view our other vacancies for one that may be a better fit.

What You'll be Doing Each Day:
Designing application structures, business data analysis programming applications in Visual C#.NET on both Oracle and SQL Server database
Testing with users, implementation through Development, Quality Assurance (QA), Production and Disaster Recovery environments, supporting users and writing operation documents including User Helps required.
Application development including all aspects of system constructions
Support for existing application programs which were written in other languages like VB.NET, MS VBA for Excel and Access, MS VB, MS Excel Macros
General IT Supports to maintain environments
The Skills You'll Need to Succeed:
Business level English
University degree level
Understanding of MS .NET Framework environments.
Proportionate experience of .NET Visual C# development on MS SQL Server and Oracle Database.
Flexibility towards technical environment, task involvement.
Strong interests in Financial figures and accounting.
The role may require to work early morning or late night shift working (occasionally), weekend working (occasionally)
System support from home (occasionally)
Job status: temporary agency worker, 6 months contract
Start date: ASAP

Working hours: 9:00 - 17:00

We would be grateful if you could send your CV as a Word document. If your application is successful, you will be contacted within 7 days. We regret that due to the high volume of applications we receive we cannot provide feedback on individual CVs. Please note that we can only consider candidates who are eligible to work in the UK and are able to provide relevant supporting documentation.
People First is committed to increasing diversity, and maintaining an inclusive workplace culture. We welcome applications from all qualified candidates regardless of their ethnicity, race, gender, religious beliefs, sexual orientation, age, marital status or whether or not they have a disability.
People First (Recruitment) Limited acts as an employment agency for permanent and fixed term contract recruitment and as an employment business for the supply of temporary workers. Please note that by applying for this job you accept our Terms of Use and Privacy Policy which can be found on our website.
Click for more jobs from People First Team Japan in London, your Japanese recruitment specialists.
Show Less
Report"
"Michael Page
4.3",N.ative React Developer - Break into finance,"London, England",-1,"£55,479 /yr (est.)",201 to 500 Employees,-1,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,3.7,3.7,3.5,3.3,3.4,"Exciting N.ative React opportunity
Excellent day rate - Contract - Hybrid
About Our Client
Our client is a leading investment bank striving for excellence in its technology division. Additionally, it is a company that operates across 80 countries with more than 20,000 employees.
Job Description
The successful N.ative React Developer - Break into finance will;
Participate in agile project software development life-cycle including technical analysis, documentation, development, testing and code reviews
Collaborate with the production support team for release and maintenance of the applications
Propose and provide feedback on implementation plans, and technology direction of the platform
Fully participate in requirement and design meetings for new functionality
The Successful Applicant
The successful N.ative React Developer - Break into finance will;


Expert in React N.ative development for IOS and Android with proven experience of implementation and delivery
Expert in HTML React web development
Excellent knowledge of programming best practices, design patterns etc.
Experience in project and/or agile planning of project and development deliverables
Knowledge of communications protocols and the uses of messaging
What's on Offer
Our client is offering an attractive day rate for a six month contract. They are able to offer hybrid working and exposure to working in a world leading investment bank. CVs under review now.
Contact
Deniz Bonomo
Quote job ref
JN-092022-5751918
Phone number
+44 2078 312000
Show Less
Report"
"CMC Markets
3.7",Pricing and Risk Java Developer,"London, England",-1,"£67,490 /yr (est.)",501 to 1000 Employees,1989,Company - Public,Investment & Asset Management,Finance,$100 to $500 million (USD),3.5,3.4,3.6,3.5,3.9,"Pricing and Risk Java Developer
Background to & purpose of role:
CMC Markets are looking for a developer to join our Pricing and Risk team. We work on a pricing and trading platform utilising state of the art technologies from TIBCO, StreamBase, SR Labs and OneTick.
Key responsibilities:
Design & develop Pricing and Risk components to support the firm's market-making business across multiple asset classes ranging across Equities, FX & Commodities
Partner with other key groups: financial engineering and quantitative teams, business operations, product development and the other IT teams; to ensure products are implemented efficiently and meet the tactical and strategic demands both internally (dealing, development, security) and externally (clients)
Work with the Front Office users and Business Operations to address any issues
Maintain personal/professional development to meet the changing demands of the role, including all relevant regulatory and legislative training
Understand the nature of the trading floor business and the need to respond quickly and efficiently to issues that can or has caused business outage
Understand the agile development practices within the team including release quality control, cont. integration, testing, stand-up meetings, pairing etc
Creation of maintenance and reporting tools relevant to the product area as appropriate
Ensure a positive approach to challenge and provide open and honest feedback
In all internal and external contact, present a professional and positive image of the department and CMC Markets as well as maintaining constructive relationships
Take all reasonable steps to ensure appropriate confidentiality
Undertake such other duties, training and/or hours of work as may be reasonably required and which are consistent with the general level of responsibility of this role.
Relationships & Special Requirements
Key relationships:
Financial Engineering Team
Front Office / Dealing Team
Business Operations
TAS Support Team
Java Core Services Team
Offshore Trading Development Team
Responsible for:
N/A
Special requirements:
Occasional requirement to work during the weekend for a product release.
Measurements
KPI themes
TBC upon commencement of employment
Competencies
Java (J2SE), OOD, JUnit, Gradle, Spring, Strong solution design skills, Strong requirements analysis skills, Experience of continuous integration, Knowledge of concurrent programming techniques, Strong Team Player, Takes personal responsibility to deliver results
Person Specification
Essential
An appropriate track record of commercial experience in J2SE
Understanding of core financial concepts / mathematics and a strong interest in the area
Excellent communication skills supporting an ability to adapt to the trading floor and the pressures of working closely with the business
Experience of all aspects of the development lifecycle
Experience of developing large scale systems
Desirable
Exposure to C# WPF and the MVVM design approach a bonus
Financial knowledge from developing trading systems
Exposure to distributed messaging
Exposure to CEP Engines (StreamBase, Esper)
Good degree in a numerate subject such as Computer Science, Mathematics, Physics or equivalent
Experience writing automated tests
Show Less
Report"
"McGregor Boyall
4.3",Contract E-Trading Java Developer Investment Bank,"London, England",-1,£125.00 /hr (est.),51 to 200 Employees,1987,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.0,3.9,4.1,4.3,4.0,"Fantastic Opportunity for an experienced software developer or programmer whom specialises in Java and or Python to work in a dynamic strats team for a Global Investment Bank. Key business areas are Fixed Income and FX products with a particular focus on the redevelopment of the Bonds pricing platform.
The role will involve working closely with Quant analyst(s) and the trading business to design from scratch over a multi-year period a new pricing platform.
The E-Trading platforms provide dealer-to-client and dealer-to-dealer solutions across Rates, FX and Credit; cash and derivatives.
The ideal candidate with have a solid understanding of E-Trading principles coupled with any Front Office pricing knowledge.
Technical skills that would be useful for this role:
Advanced Java (e.g. multi-threading, Low Latency, GC optimisation).
Python would be nice
Cloud AWS or similar
Dev Ops CI CD and TDD Agile Pair Programming
Object oriented design and development, design patterns.
GIT, Maven
Systems knowledge of:
Use of open source analytics libraries.
Dealer-to-client trading venues and workflows
Experience of RFQ or execution systems.
Experience of auto-hedging strategies.
McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
The role will involve working closely with Quant analyst(s) and the trading business to design from scratch over a multi-year period a new pricing platform.
The E-Trading platforms provide dealer-to-client and dealer-to-dealer solutions across Rates, FX and Credit; cash and derivatives.
The ideal candidate with have a solid understanding of E-Trading principles coupled with any Front Office pricing knowledge.
Technical skills that would be useful for this role:
Advanced Java (e.g. multi-threading, Low Latency, GC optimisation).
Python would be nice
Cloud AWS or similar
Dev Ops CI CD and TDD Agile Pair Programming
Object oriented design and development, design patterns.
GIT, Maven
Systems knowledge of:
Use of open source analytics libraries.
Dealer-to-client trading venues and workflows
Experience of RFQ or execution systems.
Experience of auto-hedging strategies.
McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
"", ""image"": ""https://www.mcgregor-boyall.com/uploads/mcgr_logo.png"", ""employmentType"": ""Contract"", ""industry"": """", ""hiringOrganization"" : { ""@type"":""Organization"", ""name"":""McGregor Boyall-Delivering Talent"", ""url"":""https://www.mcgregor-boyall.com/"", ""logo"":""https://www.mcgregor-boyall.com/uploads/mcgr_logo.png"" }, ""jobLocation"": { ""@type"": ""Place"", ""address"": { ""@type"": ""PostalAddress"", ""addressLocality"": ""London"", ""addressRegion"": ""London"", ""postalCode"": ""London"", ""streetAddress"": ""London"", ""addressCountry"": ""London"" } }, ""baseSalary"" : { ""@type"": ""MonetaryAmount"", ""currency"": ""GBP"", ""value"": { ""@type"": ""QuantitativeValue"", ""value"": ""1000"", ""unitText"": ""DAY"" } }, ""url"": ""https://www.mcgregor-boyall.com/jobs/london/technology/contract-e-trading-java-developer-investment-bank/27397"" }
Show Less
Report"
"Modis UK
3.5",Production Support Mainframe DB2 COBOL engineers - Banking,"Bromley, England",-1,£11.88 /hr (est.),5001 to 10000 Employees,1994,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),3.1,3.0,3.4,3.2,3.6,"Calling all DB2 Cobol Mainframe production Support Engineers - Investment Banking - Long Term Project.

A leading investment bank is seeking 5 DB2 Cobol Mainframe production Support Engineers to support them throughout the next phase of their project.

Details: 5 DB2 Cobol Mainframe production Support Engineers

Location - BROMLEY - 3 day onsite 2 days WFH

Duration - 6 months +

Start date - ASAP - Notice Accepted.

Rate - £450-500 inside IR35 -potentially room for negociation

Scope:

Application Production Support Analysts required to support the Global Banking Applications for one of the leading investment banks. Primary responsibilities are identification and resolution of production incidents.

Problem Management post incident resolution to determine root cause, mitigating actions, drive and track permanent resolution. Management of incident and problem tickets through the enterprise ITSM tool.

Ideal candidates will have all or most required skills below:

Relevant IT experience (Production Support, ITIL, Release Support, Technical Implementations, or equivalent)
5+ Years Hands on experience in (COBOL) developer experience in following COBOL, JCL, VSAM, DB2, CICS, MQ Series, Easytrieve
Experience in Endeavor, IBM problem determination tools such as File manager, Fault analyzer
Desired Skills
Exposure to IMS DB/DC, REXX
Experience with banking or financial industry
Ability to be part of IT production support team providing front-line technical support to end users responding to issues related to Incident / Problem Management, Release/Deployment, Operational Readiness, Application Monitoring & Production Governance

If you have the required skills, please send your CV for review and i will call you. Interview slots available next week.

Modis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers in the UK. Modis Europe Ltd provide a variety of international solutions that connect clients to the best talent in the world. For all positions based in Switzerland, Modis Europe Ltd works with its licensed Swiss partner Accurity GmbH to ensure that candidate applications are handled in accordance with Swiss law.

Both Modis International Ltd and Modis Europe Ltd are Equal Opportunities Employers.

By applying for this role your details will be submitted to Modis International Ltd and/ or Modis Europe Ltd. Our Candidate Privacy Information Statement which explains how we will use your information is available on the Modis website.
Show Less
Report"
"Harrington Starr
4.4",UI Developer – Investment Management,"London, England",-1,"£100,000 /yr (est.)",51 to 200 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),4.3,4.1,4.3,4.3,4.2,"Location:
London

Industry:
Software Engineering

Salary:
£100,000 plus bonus and benefits

Reference:
16877

Contact name:
Hari Sopal

Job published:
January 13, 2023

Job description
UI Developer – Investment Management
JavaScript, Ploty-Dash, Python, Docker, UI Developer, Quantitative Trading Desk. Fixed Income, FX, Equities.
Investment Management Firm - £100000k plus bonus, benefits, Pension, Health Care and other benefits.
London – Onsite 3/4 Days per week.
Harrington Starr has proudly partnered up with a Global Investment Management firm who are in the market to hire a Senior UI Developer to come and work on a Front Office Portfolio Management application working along side Quants and Traders for Fixed Income, FX and Equities Trading.
This is a high profile role where you will join a small but highly dynamic Engineering Team working alongside Quantitative Analysts building out a range of UI and also Data Visualisation projects to help the Front Office make more informed decisions on trading Fixed Income, FX and Equities based products.
Key Skills
JavaScript and TypeScript Development
Experience with Python and Ploty-Dash UI Development
Expert experience with Data Visualisation Development
Ability to build data pipelines connecting into a back end system via Docker.
RESTful API Development
Any experience with SQL Server
Ideally from a Finance and Banking background with knowledge of the Full Trade Lifecycle
Knowledge of Fixed Income, FX and Equities if possible (but not essential)
We are interested in speaking with UI Developers who are either already within the Investment Management space or interested in speaking with UI Developers who would like to enter the space. If you have expert experience with Ploty-Dash and Python with JavaScript UI Development and have a deep understanding of Data Visualisation development then please apply for this role for further information.
In return you will be rewarded with a heathy Salary up to £100000k plus a very generous bonus and other benefits include Pension, Health Care and other.
Show Less
Report"
Taylor James Resourcing,"RPA Developer – Financial Services. to c£52,000","London, England",-1,"£47,500 /yr (est.)",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"RPA Developer – Financial Services. to c£52,000
This well established insurance organisation is looking to recruit an experienced RPA Developer, initially on a six month contract basis. As well as offering a friendly and team-oriented environment they are also happy to consider a mix of office and remote working.
Duties:
To support and enhance existing RPA processes and scripts using UiPath development platform.
Developing RPA scripts using UiPath development platform.
Translating the business requirements into effective robotic process automation solutions.
Support production process defects investigation.
Automation solution validation and testing.
Design RPA process solutions in accordance with standard RPA vendor specific design principles and standards.
Problem solving issues that arise in day-to-day running of RPA processes and providing timely responses and solutions as required.
Develop or enhance RPA solutions for the company and to diagnose and resolve application defects in a timely and efficient manner.
Unit, Integration, System, and Acceptance testing on new implementations, and Regression testing on enhancements to existing solutions.
Audit support and enforce GDPR compliance as needed.
Create and maintain technical documentation and user guides.
To develop effective and supportive working relationships with managers, colleagues, inter-company contacts and customers.
Contribute to the establishment, improvement, and enforcement of best practices.
To participate fully in IT and Software Engineering team discussions.
To lead on projects as needed and agreed by your manager or Chief Innovation Officer.
Ensure the company IT Project Management Framework (PMF) is adhered to at the inception of and during the design, development, and release phases of IT projects.
To embrace and actively implement the core principles of Continuous Conversations (Commitments, Feedback and Development) as part of daily activities and with other colleagues.
Show Less
Report"
Vertus Partners,Java Developer - Credit,"London, England",-1,"£90,000 /yr (est.)",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"Our Investment Banking client is looking for a Java Developer to join their Credit team, working directly with the Front Offcie to design and implement multithreaded systems.
This role will provide you with exceptional career progression capabilities, as it has lots of business visibility and you will have the opportunity to gain deep domain knowledge.
For the role, you will need:
Strong Java Skills
Multithreading capabilites
Willingness to learn about design
It would be beneficial if you had:
Experience in a Front Office position
Experience within Financial Services.
This is the perfect role for someone who is looking to build their core Java skillset and has the desire to work in a Front Office position within an Investment Bank.

Job Title:
Java Developer - Credit - Investment Banking

Contract Type:
Permanent

Location:
London, England

Industry:
IT & Digital

Salary:
£85000 - £95000 per annum + Bonus, Pension, Other Benefits

REF:
JD/1001/GC_1673418493

Contact Name:
George Campbell

Contact Email:
gcampbell@vertuspartners.com
Show Less
Report"
"Michael Page
4.3",C# in .NET Developer - Financial Services,"London, England",-1,-1,201 to 500 Employees,-1,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,3.7,3.7,3.5,3.3,3.4,"Exciting C# in .net contract opportunity working for international banking
Excellent day rate opportunity working on Front Office PnL
About Our Client
Our client is a leading banking and financial services provider. Additionaly, it is a company that operates across 80 countries with more than 20.000 employees.
Job Description
The successful C# in .net Software Developer - Financial Services will;
Work as a business-aligned developer in our front office Technology team.
Work on the enhancement and maintenance of the front-office reporting, market data contribution, risk, and PnL framework.
Develop within the Quant Research C# Reporting and python batch frameworks.
Use Rapid Application Development techniques for the quick turn-around of high-profile projects.
Develop tools for the Credit and Prime Solutions and Financing Trading desks within the Fixed Income Division of our client.

The Successful Applicant
The successful C# in .net Software Developer - Financial Services will;
Previous experience of front-office risk and PnL support and development.
Good understanding of Fixed Income products.
Good knowledge of C#, ASP.NET, SQL (SQL Server, Oracle), and HTML/CSS/XLST.
Candidates with proven experience should also have had good exposure to Derivatives, ideally in a front-office facing role, and an in-depth understanding of the business.
Solid grasp of .NET C#, with a good knowledge of its ecosystem.
Highly motivated to work directly for a front-office IT team.
Proactive and flexible approach to dealing with challenges.
Strong communication and analytical skills - able to work with trading desks, business management, Quantitative Research and IT teams to build and deliver solutions.
Analytical Skills - ability to follow complex quantitative concepts.
Able to work independently and deliver when under pressure and time constraints.
Acts with discipline.
What's on Offer
Our client is offering an attractive day rate for a 6 month contract. They are able to offer hybrid working and exposure to working in a world leading investment bank.
Show Less
Report"
"Michael Page
4.3",Angular Developer - Investment Bank,"London, England",-1,"£69,099 /yr (est.)",201 to 500 Employees,-1,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable,3.7,3.7,3.5,3.3,3.4,"Exciting opportunity in a leading global financial services firm
Excellent day rate - Contract - Hybrid
About Our Client
Our client is a leading investment bank striving for excellence in its technology division. Additionally, it is a company that operates across 80 countries with more than 20,000 employees.
Job Description
The successful Angular Developer - Investment Bank will;
Contribute to the reengineering of the core components.
Develop key business functionalities.
Ensure test coverage and code is written in good Typescript.
Development and delivery (time & quality) of key stories and epics.
Build knowledge of the application and provide L3 support (on rota).
Become SME of primary business workflows, requirements and constraints.
Review design and implementation of the existing for continuous improvements.
The Successful Applicant
The successful Angular Developer - Investment Bank will;
Strong web front-end development.
Strong Angular/AnguarJs.
Strong Typescript.
Understand Javascript fundamentals.
Commercial experience of RxJs.
Commercial experience of websocket.
Commercial experience of ag-grid.
Significant commercial experience of real-time web applications development with complex state management.
Experience working on eTrading or Front Office trading application a plus.

What's on Offer
Our client is offering an attractive day rate for a six month contract. They are able to offer hybrid working and exposure to working in the financial services sector. CVs under review now.
Show Less
Report"
"Man Group
4.4",Risk Quant Developer,"London, England",-1,"£102,220 /yr (est.)",1001 to 5000 Employees,1783,Company - Public,Investment & Asset Management,Finance,$25 to $50 million (USD),4.1,3.8,4.4,4.0,4.2,"The Role
As a Risk Quant Developer in Alpha Technology you will be working hand-in-hand with our risk managers and researchers. Your challenges will be varied, and will involve implementing new risk models, building APIs and tools to allow flexible risk analysis, supporting and expanding existing tools and building a new scalable risk data infrastructure.
Our Technology
Our systems are almost all running on Linux and most of our code is in Python, with the full scientific stack: numpy, scipy, pandas, scikit-learn to name a few of the libraries we use extensively. We implement the systems that require the highest data throughput in Java. For storage, we rely heavily on MongoDB and Oracle.
We use Airflow for workflow management, Kafka for data pipelines, Bitbucket for source control, Jenkins for continuous integration, Grafana + Prometheus for metrics collection, ELK for log shipping and monitoring, Docker for containerisation, OpenStack for our private cloud, Ansible for architecture automation, and HipChat for internal communication. But our technology list is never static: we constantly evaluate new tools and libraries.
Working Here
Alpha Tech has a small company, no-attitude feel. It is flat structured, open, transparent and collaborative, and you will have plenty of opportunity to grow and have enormous impact on what we do. We are actively engaged with the broader technology community.
We host and sponsor London’s PyData and Machine Learning Meetups
We open-source some of our technology. See
github.com/man-group
We regularly talk at leading industry conferences, and tweet about relevant technology and how we’re using it. See
@ManQuantTech
We’re fortunate enough to have a fantastic open-plan office overlooking the River Thames, and continually strive to make our environment a great place in which to work.
We organise regular social events, everything from photography through climbing, karting, wine tasting and monthly team lunches
We have annual away days and off-sites for the whole team
We have a canteen with a daily allowance for breakfast and lunch, and an on-site bar for in the evening
As well as PC’s and Macs, in our office you’ll also find numerous pieces of cool tech such as light cubes and 3D printers, guitars, ping-pong and table-football, and a piano.
We offer competitive compensation, a generous holiday allowance, various health and other flexible benefits. We are also committed to continuous learning and development via coaching, mentoring, regular conference attendance and sponsoring academic and professional qualifications.
Technology and Business Skills
We strive to hire only the brightest and best and most highly skilled and passionate technologists.
Essential
Exceptional technology skills; recognised by your peers as an expert in your domain
A keen interest and understanding of financial markets and instruments
A proponent of strong collaborative software engineering techniques and methods: agile development, continuous integration, code review, unit testing, refactoring and related approaches
Strong knowledge of Python
Proficient on Linux platforms with knowledge of various scripting languages
Experience of data analysis techniques along with relevant libraries e.g. NumPy/SciPy/Pandas
Relevant mathematical knowledge e.g. statistics, asset pricing theory, optimisation algorithms.
Advantageous
Experience of front office quantitative software development e.g. in a hedge fund or investment bank
Experience of web based development and visualisation technology for portraying large and complex data sets and relationships
Experience of machine learning techniques, natural language processing and related libraries and frameworks e.g. scikit-learn, Tensorflow
Personal Attributes
Strong academic record and a degree with high mathematical and computing content e.g. Computer Science, Mathematics, Engineering or Physics from a leading university
Craftsman-like approach to building software; takes pride in engineering excellence and instils these values in others
Demonstrable passion for technology e.g. personal projects, open-source involvement
Intellectually robust with a keenly analytic approach to problem solving
Self-organised with the ability to effectively manage time across multiple projects and with competing business demands and priorities
Focused on delivering value to the business with relentless efforts to improve process
Strong interpersonal skills; able to establish and maintain a close working relationship with quantitative researchers, traders and senior business people alike
Confident communicator; able to argue a point concisely and deal positively with conflicting views.
Man Alpha Technology
Alpha Technology is a wholly front-office aligned business unit, responsible for all of the technology in Man Group that drives trading decision making. It numbers approximately 170 engineers who help drive technical innovation across the firm’s investment managers by application of a strong technology platform. It is structured into a number of distinct teams, some cross-cutting building technology and others aligned to an individual investment manager building specific quant or portfolio management tools, or systematic trading systems:
Alpha Platform Technology – responsible for the common front-office platform, comprising Data Engineering, Python Research and Development Infrastructure and Linux High Performance Compute.
Execution Technology – responsible for all Electronic Execution Technology and Trader facing tools.
Risk Technology – responsible for front office Risk Technology and Risk Reporting.
AHL Technology – responsible for technology specific to Man AHL, a quant systematic investment manager.
GLG Technology – responsible for technology specific to Man GLG, a fundamental discretionary investment manager.
Numeric Technology – responsible for technology specific to Man Numeric, a quant systematic investment manager.
GPM Technology - responsible for technology specific to Man GPM, a private markets business focused on real-estate assets.
Work-Life Balance and Benefits at Man
Man Group is proud to provide the best working environment possible for all of its employees, and we are committed to equality of opportunity. At Man Group we believe that a diverse workforce is a critical factor in the success of our business, and this is embedded in our culture and values. We run a number of external and internal initiatives, partnerships and programmes that help us to attract and develop talent from diverse backgrounds and encourage diversity and inclusion across our firm and industry.
https://www.man.com/diversity
. Man Group is also a Signatory of the Women in Finance Charter.
Man Group supports many charities, and global initiatives. We support professional training and development, and requests for flexible or part-time working. Employees are also offered two 'Mankind' days of paid leave per year as part of the Man Charitable Trust's community volunteering programme.
We offer comprehensive, firm-wide employee benefits including competitive holiday entitlements, pension/401k, life and long-term disability coverage, group sick pay, enhanced parental leave and long-service leave. Additional benefits are tailored to local markets and may include private medical coverage, discounted gym membership and wellbeing programmes.
Show Less
Report"
