Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Hays Recruitment
3.7",Statistician,"London, England",£26K - £70K (Employer Est.),£90.00 /hr (est.),5001 to 10000 Employees,1968,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),3.8,3.3,3.7,3.5,3.4,"GLOBAL CRO, UP TO £90 PER HOUR, REMOTE

Your new company
You will be joining one of the world's leading global pharmaceutical companies, who have won multiple awards and are a data focused CRO. You'll be taken into an environment where talented people can show case there work and make a significant difference towards scientific history and people's lives. Working within this Global Pharma you will be able to test and extensively increase your knowledge as you would be working with the industries best. This renown pharma specialises in providing statistics, programming, data science to the pharmaceutical, biotechnology and medical device industries. Due to the demand and the continuous success, the Team is looking for a Principle Statistician to assist the department.

Your new role
You will be responsible for a hands-on technical statistics role alongside holding a combined project leadership and line management if desired. You will be working across a range of phases and therapeutics areas, you will be responsible for overlooking lead assigned studies, ensuring they are delivered to optimal quality, time, and budget.
Lead a team of statisticians and programmers to analyse clinical trial data using a variety of statistical methods
Overlook and teach internal and external statisticians with statistical and data analysis methods
Be a expert across multiple studies to help clarify details on analysis methods.
Ensuring the highest quality standards and principals are conducted and done to the highest standard
Ensuring positive and engaging client relationships

What you'll need to succeed
Degree in a related discipline
Previous experience working in clinical trials
Experience in oncology, vaccines or rare disease studies
Ability to communicate and work well with people from different departments

What you'll get in return
Flexible working options available.
Competitive and flexible rates between £60-90 per hour
Opportunity to join an award-winning specialist biometric CRO
12 months contract which can be increased to 18 months

What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.
If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.
Show Less
Report"
DnaNudge Ltd.,Database Engineer,"London, England",£26K - £70K (Employer Est.),"£33,000 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"cDo you have a passion for skincare, nutrition, and healthcare? Are you looking to join an exciting and growing company and make your mark in a unique consumer environment? If so, then DNANudge may be the place for you!
Primary Objectives : -
Expand company nutritional product database and facial care product database to different countries and maintain the established database, using machine learning technique to translate multi-language products information, constantly increase product database coverage by using various methods and report to Head of algorithms and database
Major Responsibilities:
Establish product data transfer (SFTP transfer & API call) from different data sources globally
Extract product information from Json Schema
Clean, format and structure product information into company database format
Process data based on the database structural requirement and business specification
Program logic algorithms and use various machine learning algorithms to process product information
Data mining from multiple online sources and systems to fill in information missing from business partners
Create program to make API call to business partners and call API routinely to retrieve data
Using natural language processing or other machine learning service to translate product information from multiple languages
Large scale data extraction, data cleaning and data structuring
Large scale image format processing
Assist with data management in the AWS Cloud environment
Format data as requested by app developers, cloud engineers and wearable engineers
Provide data to database administrator, machine leaning engineer, data analyst, app developers, cloud engineers, hardware engineers, and scientists
Write clear and precise release note, ECR and ECN documentations
Perform product testing, QC control and improving quality processes.
Any relevant tasks as requested by the Line Manager.
Background:
Four years commercial experience working with data
Commercial experience on machine learning, data mining and API calling
At least four years commercial programming experience in R
Strong development background with experience in another at least two scripting, object oriented or functional programming languages such as: SQL, Python, Java, C#
Solid understanding of best coding practices and version control software such as Git, ability to write clean and efficient code
Write clear and precise documentation and release note
Strong problem solving and logic thinking abilities
Manage individual project priorities, deadlines and deliverables and have adaptability to the requirements of the business
Pay attention to detail
Education: Degree in Computer Science
Appropriate courses in machine learning, data mining and API call
Accountability /Scope:
Expand company nutritional database and facial care product database to different countries
Maintain the established nutritional product database and facial care product database
Using machine learning to translate multi-language products information
Increase product database coverage
Data mining- acquire data from multiple online sources and systems
Create program to make API call to business partners and call API routinely to retrieve data
Large scale data extraction, data cleaning and data structuring
Large scale image processing
Database update and process new data as certain attribute of database
Generate files as requested by app developer, cloud engineer.
Job Types: Full-time, Permanent
Salary: £26,000.00-£40,000.00 per year
Benefits:
Company events
Company pension
Employee discount
Private dental insurance
Private medical insurance
Sick pay
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
LONDON: reliably commute or plan to relocate before starting work (required)
Education:
Bachelor's (required)
Experience:
Database Development: 2 years (preferred)
SQL: 1 year (preferred)
Work Location: One location
Show Less
Report"
"Janus Henderson
4.2",Enterprise Data Steward - Analyst,"London, England",£26K - £70K (Employer Est.),"£31,037 /yr (est.)",1001 to 5000 Employees,2017,Company - Public,Stock Exchanges,Finance,Unknown / Non-Applicable,3.6,4.1,4.1,3.6,4.3,"We are a leading independent global asset manager, dedicated to delivering the best outcomes for our clients through a highly diversified range of actively-managed products. We are truly global, supporting our individual and institutional investors across a range of products, encompassing equities, fixed income, multi-asset and alternatives. Our high-energy and collaborative culture at Janus Henderson helps our client achieve their goals and ensures that our people love the place they work.

Our culture is the foundation for how we interact with clients and one another as part of our unique, people-focused work environment. We support a flexible hybrid working model that allows teams to build a strong and positive culture by inspiring innovation and increasing collaboration. Currently our hybrid working model allows employees to work 3 or more days in office and the remaining time remotely.

Employees and Managers will discuss and determine what schedule works best for them and the team, with additional flexibility available based on the role, business needs, and individual circumstances.
JHI Workplace Practices is subject to change as the future of work within our organization evolves.
The department

The Enterprise (ED) department plays a crucial role in supporting the success of the business. We are responsible for developing and implementing a global Data Management model and Data Governance organization to support our fund management, trading, distribution, regulatory and operational areas with high quality data obtained from trusted and resilient sources.

Overview of the role

You are responsible for performing various functions associated with maintaining all reference data (Investments) across multiple systems, for a variety of investment products, with the goal of providing accurate, timely data that is used for analytics, risk management, trading, finance, compliance, marketing, and client reporting. This includes developing and analyzing daily, weekly, and monthly reports to ensure accuracy, compliance and control.

Duties and responsibilities

You will:

Partner with business teams, Technology, and other Data Stewards to ensure data deliverables are linked and opportunities are prioritized to meet engagement and business plans.
Deliver data solutions to enable insights tied to strategic projects supporting the business community
Collaborate with other Data Stewards to manage and coordinate Business Data Community activities and deliverables
Collaborate with technology, business units, and operations teams to drive the data requirements, prioritization, and implementation of data in the firm’s strategic projects
Document and deploy consistent enterprise-wide data definitions, processes, and ownership
Define and report on key metrics related to quality of data
Lead efforts to ensure improvement in quality of data
Create and maintain core metadata on the governance platform
Develop effective relationships with business areas, data operations, and technology to oversee the delivery of data-related services to the organization
Partner in the development of data operations standards as needed to effectively manage data across the firm
Be the voice of data for incoming projects & changes impacting datasets
Support a culture of analytics and using new technologies to support business expansion
Ensure that a data-driven culture is integrated in the community work, strategy, and actions
Carry out other duties as assigned

Potential for growth

Mentoring Leadership development programs Regular training Career development services Continuing education courses

Supervisory responsibilities

No Data management experience within the Asset Management services sector (preferably in the buy side)

Nice to have skills

Some project management experience Knowledge of data governance practices and processes is a plus Experience in contributing to business requirement documentation

Must have skills

Expertise in asset management process-related data The ability to fluently communicate with investment management business professionals to gather and understand requirements and solve problems is essential. Experience of working with and analyzing large data sets Proficiency with MS Office suite and familiarity with tools such as Alteryx, SQL, Python, Power BI and other technologies that assist in manipulating and visualizing data A proven team player with strong collaboration skills Self-motivated, driven and solution-oriented mindset, with a proven track record of execution Strong analytical background Bachelor’s degree in mathematics, business administration, statistics, or computer science (or similar)

What to expect when you join our firm

Hybrid working and reasonable accommodations Generous Holiday policies Excellent Health and Wellbeing benefits including corporate membership to ClassPass Paid volunteer time to step away from your desk and into the community Support to grow through professional development courses, tuition/qualification reimbursement and more All-inclusive approach to Diversity, Equity and Inclusion Maternal/paternal leave benefits and family services Complimentary subscription to Headspace – the mindfulness app All employee events including networking opportunities and social activities Lunch allowance for use within our subsidized onsite canteen
Janus Henderson (including its subsidiaries) will not maintain existing or sponsor new industry registrations or licenses where not supported by an employee’s job functions (as determined by Janus Henderson at its sole discretion).

All applicants must be willing to comply with the provisions of Janus Henderson Investment Advisory Code of Ethics related to personal securities activities and other disclosure and certification requirements, including past political contributions and political activities. Applicants’ past political contributions or activity may impact applicants’ eligibility for this position. Janus Henderson is an equal opportunity /Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. All applications are subject to background checks.
To apply to this job, click Apply Now
Show Less
Report"
"Wise
3.9",Analytics Summer Internship,"London, England",£26K - £70K (Employer Est.),"£36,000 /yr (est.)",1001 to 5000 Employees,2011,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,3.9,3.5,4.0,3.4,3.9,"Wise is one of the fastest growing companies in Europe.
Current banking systems don't let us send, spend or receive money across borders easily. Or quickly. Or cheaply.
So, we're building a new one.
We're on a mission: to make money without borders the new norm. We've got 13 million customers across the globe and we're growing. Fast.
We're building a scalable, high performing platform for our customers. And we're looking for Analyst interns to join us on our mission.
At Wise you'll contribute with data-driven insights to guide decisions and identify opportunities, which will have a direct impact on how we grow as a business and add value to our customers.
How you'll contribute to our team of analysts:
You'll help us take Wise to the next level as we scale to impact 100's of millions more customers
You'll carry out data analysis using various statistical methods and tools to helps us prioritise the most significant changes
You'll collaborate with other stakeholders in the team, working on projects that will be the most impactful for our customers
This role will give you the opportunity to:
Choose your path to impact. We believe people do great things when they can act autonomously. So, instead of being told what to do, you'll work with your team to create a vision of your own. You can always gather feedback from smart, curious people across Wise, but you'll have the freedom to make your own calls
Be flexible in how and where you work. We understand everyone needs a little something different — so we'll do our best to make it happen
Truly contribute to Wise's growth through your ideas, knowledge and self-starting attitude
What does it take? These things are a must:
You're a penultimate or final year student studying a Bachelors or Masters degree. This might be in Data Science/Analytics, Computer Science, STEM or Economics/Business/Finance
You're eligible to work in London without sponsorship
You're able to start an internship on 26th June 2023 that will last at least 10 weeks and end on 1st September
You're available to work in our London office at least twice per week to support your development
You enjoy using numbers and data visualisation to tell a story
You used coding to solve problems before. That could be during your studies or as part of a personal project you're passionate about
You're empathetic with structured communication skills and the ability to articulate complex, technical concepts to a non-technical audience
You're curious, keen to learn and proactive by nature
You're open to and value feedback in order to improve
And these would be great, but aren't essential:
Experience in using SQL, Python or R
Experience with visualisation tools, for example Tableau, Looker or PowerBI
You got some knowledge of analytics fundamentals including statistics and data structures
Previous internship experience in fintech or tech
You understand the fundamentals of A/B testing
...But don't worry we don't expect you to know everything!
During your Summer Internship:
You'll onboard and spend some time understanding your team and tribe's vision. Once you know this, you'll better understand how you can contribute
Understand the Wise domain
Understand the problems your team are solving
Understand how analytics works at Wise and what each team and tribe does. From core teams to regional teams — there are lots! Don't worry, we'll help you get acquainted
Understand the tech culture, the detail of the tech stack and how we build stuff. We work in autonomous teams, on different stacks so you'll need to understand the details
Understand how we get things done — from idea to analysis to execution
Work on 2-3 Analytical projects and use them to propose your own ideas to take your team further, doing what's best for our customers ❤️
What you get back:
Experience working in one of the fastest growing European FinTechs
Salary from 36k pro rata
Being part of a fun team with a mission
Drive ideas with data to solve real customer problems
Fun offices with social activities - have a sneak peak of life in our London office!
We're people without borders — without judgement or prejudice, too. We want to work with the best people, no matter their background. So if you're passionate about learning new things and keen to join our mission, you'll fit right in.
And because we believe that diverse teams build better products, we'd especially love to hear from you if you're from an under-represented demographic.
If you want to find out more about what it's like to work at Wise visit Wise.Jobs.

Keep up to date with life at Wise by following us on LinkedIn and Instagram.
To apply to this job, click Apply Now
Show Less
Report"
"Lorien
4.4",Internal Audit Manager - Data Analytics,"London, England",£26K - £70K (Employer Est.),"£105,000 /yr (est.)",201 to 500 Employees,1977,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.5,4.3,"Internal Audit Manager - Data Analytics
My client, a leading global insurer in London, are seeking an Internal Audit Manager with Data Analytics experience to join their growing team. The position sits within the internal audit team and you will manage their Digital Transformation audit plan, whilst assisting the Data & Analytics manager to implement a data analytics strategy.
You will be responsible for driving future audit strategy across the global teams and will need the following skills and experiences -
Risk & Audit experience including risk management and information security knowledge
Strong communication skills
Ability to present data visually and verbally to stakeholders
Previous Data & Analytics experience
IT infrastructure knowledge
Ability to define key risks across an IT programme
Power BI/Tableau
SQL
Python/R
Financial services experience is desirable
If this sounds like a good fit for you please click through to apply!
IND_PC1
Carbon60, Lorien & SRG - The Impellam Group STEM Portfolio are acting as an Employment Business in relation to this vacancy.
Show Less
Report"
"Open Road Visions
4.0",Data Administrator,"Harlow, England",£26K - £70K (Employer Est.),"£21,000 /yr (est.)",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.0,4.0,4.0,3.0,5.0,"Data Administrator
Location – Harlow
Salary / Band – £21,000 pro rata per annum
Working Hours/Pattern – 22.5 hours (3 days per week)
Closing date – 30th January 2023
Summary
The role of the Team Administrator is to undertake admin duties; input data and maintain and update the client databases.
What you’ll be doing
As a Data Administrator, you will input to and update client databases – including client records, Outcomes Star, WRAP and closures in accordance with Open Road and National Drug Treatment Monitoring System (NDTMS) requirements. You will also manage the client database, ensuring all sensitive and personal data is collated and stored in line with the requirements of data protection legislation & Open Road policies.
What it’s like to work for Open Road
Open Road provides drug and alcohol treatment services and offender support services across Essex & Kent including a range of interventions that deliver mentoring, advice and information programmes. Accredited with Investing In Volunteers, our mission is to empower a diverse range of individuals, families and communities to lead healthy and more meaningful lives, free from addiction, offending behaviour and disadvantage, to ensure healthier, happier lifestyles.
Benefits to you
£21,000 pro rata, per annum
22 days Annual Leave plus Bank Holidays pro rata (increasing to 25 days as of 1st April 2023, plus your birthday off)
Royal London Pension and Death in Service benefit
Access to our in-house Organisational Training Plan, and full training tailored to your development needs
Although this role is based in our Harlow centre, we are introducing an optional blended approach between office and home working for the majority of our roles from January 2022, after completion of probation.
Open Road has a comprehensive benefits package. To see our full offer please click here – Working for Open Road - Benefits
What you need
Ability to work in an office environment with proven ability to process high volumes of input accurately and promptly.
Be computer literate including the ability to use Microsoft Excel & Word.
Ability to work as part of a team but also own initiative when working alone.
Ability to work quickly and accurately and demonstrate excellent attention to detail.
This position is subject to a Disclosure and Barring Service at Basic level
Application
Please use the following link to complete our online application form. Prior to starting please ensure you have all of the relevant information to hand. Take time to review the job pack below as the shortlisting will be carried out with the Job Descriptionand Person Specificationin mind.
Open Road Application Form (online form)
Open Road Equal Opportunities Form (online form)
Open Road values and respects the diversity and individual differences of our services users, staff and our volunteers.
Job Pack
Job Description
Person Specification
DANOS Competencies
Open Road values and respects the diversity and individual differences of our services users, staff and our volunteers.
Job Type: Part-time
Salary: £21,000.00 per year
Ability to commute/relocate:
Harlow, Essex: reliably commute or plan to relocate before starting work (required)
Work Location: One location
Show Less
Report"
"Restore
3.7",Data Entry,"Rainham, London, England",£26K - £70K (Employer Est.),"£19,760 /yr (est.)",1001 to 5000 Employees,2004,Company - Public,Security & Protective,Management & Consulting,$100 to $500 million (USD),3.4,3.4,3.5,3.5,4.0,"Business Unit: Records Management
Location: Rainham RM13 9 YB
Contract Type: Fixed Term Contract - Full Time
Hours: 40
Salary: £19,760






Looking for Monday to Friday? NO Weekends, Plus No Bank Holidays!

Restore Records Management, have a new, exciting role working within Data Entry, joining our team in Rainham, full training will be provided.

We are looking for Data Entry Clerks who want to be a part of our journey at this exciting time, joining our friendly and well-established team, where full training and support will be provided.

In this role, you will be working on a large-scale project for one of our major clients. You will be part of a team processing 1.2million boxes/files, sorting files and keying in client numbers/codes.

Candidates must be able to work at pace whilst maintain accuracy when data inputting with long periods working on your feet.

RESPONSIBILITIES
Familiarisation of all documentation relating to the storage, retrieval, and re-filing of client data in order to meet set targets
Assist with the retrieval / re-filing of client data
Assist with container placement as instructed
Assist in the scanning of client data in accordance with scanning procedures as required
Perform archive audit routines as instructed
Ensuring that client data / documentation is always secure
Attend in house or external training sessions as required



ABOUT YOU
GCSE Pass Grade D (Min) – English/ Maths
Forklift experience desirable but not essential
Experience of working in a team
Reliable
Keen eye for detail
Thrive working in a fast-paced environment.

We store and manage over 22 million items including archive boxes of document files, film and computer tape across a variety of secure storage facilities nationwide. Including cold war Air Force shelters for some of our heritage pieces we store on behalf of the leading museums.

Our customers depend on us to manage their historical archives, and our team is proud to support them with their document management needs. From museums to the NHS, from the Ministry of Defence to Legal firms.
An Inclusive Approach

We are committed to becoming a great place to work, one that is inclusive, safe and where people can reach their true potential. We value the contribution that all our colleagues make and aim to have a company that recognises the diverse, multi-cultural society in which we live.
We actively encourage applications from all members of our community, including those from underrepresented groups. We are happy to consider flexible working options, including part time hours wherever this is practically possible. We're also interested in hearing from individuals with different career experiences, including those that are looking to return to work following a career break.
Show Less
Report"
Association of British Insurers,Data & Analytics Assistant (placement year),"London, England",£26K - £70K (Employer Est.),"£22,919 /yr (est.)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"When meeting us, you’ll quickly discover that the best thing about the ABI is the people. We’re hugely proud that 99% of our people think individual differences are respected and we feel empowered to bring our whole self to work without fear of judgment and embrace all our differences as every voice matters. If that sounds like your kind of culture, read on to find out how you can join us.
We’re looking for a Data & Analytics Assistant to join us for a placement year. With us you won’t just observe; you’ll be liaising with our member firms to collect data and gain insight to help form the basis of our analysis, aggregating data and assisting with presenting this data in an innovative and engaging way, and you will also participate in the running of various conferences and events. You’ll also have the opportunity to study towards a professional insurance qualification during your placement year.
We’re proud to be one of Rate My Placement’s best student employers. Head to our profile to read our reviews https://www.ratemyplacement.co.uk/company-profile/4551/association-of-british-insurers
Please note this is a 12-month fixed term contract and is being offered as a sandwich placement year starting in Summer 2023. We’re currently working in a hybrid way with at least 40% of time in the office.
What’s the job?
Work with the Data & Analytics Advisers to assist in the quarterly and annual collection of statistics on general and life insurance as well as other ad-hoc data collections.
Commission data requests to ABI members, chase outstanding requests, quality assure data supplied and resolve data concerns with members, aggregate data and produce results for inclusion in statistical publications.
Liaise with member companies to gain an insight into trends shown in the data we collect.
Support the production, presentation and dissemination of analysis in areas of interest to enhance the ABI’s and members’ understanding of issues and enable the ABI to be more effective in its interactions with companies, government and other stakeholders.
Participate in the running of the Statistics Helpdesk and help run the Statistical Subscription Service.
What skills do I need?
You don’t need any prior work experience and we don’t ask for you to be studying a specific degree, however you may find your area of study lends itself to a particular placement year opportunity. If you’re studying a Mathematics, Statistics or Economics related degree – or have aspects of these in your course, this is a brilliant internship to get you real-world, corporate experience that will provide you with lots of great experience.
Other than being eligible to complete a placement year as part of your degree course starting in Summer 2023, we’re looking for people who are self-motivated, hard-working and can communicate effectively with a range of people.
For this role, it is essential that you are numerate and a capable user of Microsoft Excel and as part of the interview process, we will ask you to complete an Excel task.
Throughout the interview and assessment process, we will be looking for you to demonstrate the ABI’s values; We are Brave; We take Ownership; We are Appreciative; We are Human and We are Curious.
Why the ABI?
You’ll gain real-life work experience and make a meaningful contribution to the ABI’s work – you’re part of a friendly, supportive team from day one.
You’ll receive regular guidance to support your development through one to ones with your line manager and our performance review process.
You have endless learning opportunities – whether it’s getting involved in a project, attending one of our learning events or joining a training course, we’ll help you make the most of your time with us.
Diversity and inclusion is important to us - we’ve designed our recruitment process to be as inclusive and fair as possible.
You can join in the social side of ABI life – our Sports and Social and Health and Wellbeing committees arrange activities outside of work.
Inclusion matters to us
We welcome applications from candidates from all backgrounds and we run our application process a bit differently – we don’t assess based on CV or past experience. We’ll ask application questions which are relevant to the role and the skills we need to ensure our process is fair, inclusive and everyone has equal opportunity to demonstrate their suitability.
We are proud to be a Disability Confident employer and are committed to making reasonable adjustments where required. Additionally, where practicable. We offer an interview to disabled candidates who meet the minimum requirements for a role.
To find out more:
You can find lots more information on our careers page, including details of our generous benefits package and who we are as an organisation.
Job Types: Fixed term contract, Internship
Contract length: 12 months
Salary: Up to £22,919.00 per year
Benefits:
Additional leave
Casual dress
Childcare
Company events
Company pension
Cycle to work scheme
Employee discount
Free or subsidised travel
Gym membership
Life insurance
Private dental insurance
Private medical insurance
Referral programme
Sick pay
Wellness programme
Work from home
Schedule:
Day shift
Monday to Friday
No weekends
Supplemental pay types:
Bonus scheme
Performance bonus
Yearly bonus
Work Location: Hybrid remote in London
Application deadline: 22/01/2023
Show Less
Report"
"Meridian Business Support UK
3.8",Administrator,"Hemel Hempstead, England",£26K - £70K (Employer Est.),£12.25 /hr (est.),201 to 500 Employees,1989,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.2,3.2,3.6,3.7,3.6,"Administrator roles available in Hemel Hempstead (HP2) working for a global digital solutions company until end of July 2023! Working Monday to Friday AM or PM shifts or Sunday to Thursday Night shifts with potential of permanent opportunities as well as free onsite parking and good public transport links!!

Shifts Available:
AM: 6am-2pm (0600-1400) - Monday to Friday
PM: 2pm-10pm (1400-2200) - Monday to Friday
Nights: 10pm-6am (2200-0600) - Sunday to Thursday

Pay Rate:
AM: £11.25 per hour
PM/ Nights: £11.25 per hour + £15 per shift allowance (£13.25 per hour)

As Administrator you will be working in an office environment as part of a team supporting a large, prestigious government project!! Your role will involve the following:

Receiving and opening confidential documents
Batching, registering, validating and scanning them into the database
Checking inbound mail for any threats
Completing quality checks to ensure image and index quality of documents is in accordance with SLAs
We are really keen to hear from applicants with the following:

Excellent IT skills with familiarity of using MS Office
Some previous experience working as Administrator ideally
Good data entry skills
Any knowledge of scanning documents would be useful
Experience of working of targets
Prior customer facing experience is required as you will be working on a client site
Excellent attention to detail is required to quality check information and photographs
Administrator roles include the following benefits:
Free Onsite Parking
Good public transport links
Modern, Welcoming and Positive Working Environment
Long Term Opportunities
Full training provided – “buddy system” with an experienced Administrator and full induction training in place
Online payslips
Weekly pay
A friendly and helpful Meridian team to support you with any queries at any time
Please apply today or call us for a confidential chat to start your career with this progressive, innovative and thriving organisation as an Administrator!
HMPO Hemel Temp
Show Less
Report"
"Protocol Education
3.7",Candidate Compliance Administrator,"Kingston upon Thames, England",£26K - £70K (Employer Est.),"£22,000 /yr (est.)",10000+ Employees,2001,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),3.2,2.5,3.3,3.5,3.6,"Candidate Compliance Administrator
Kingston, London
£21,000-£23,000
Full Time, Permanent (open to hybrid working)
It feels great working for a market leader. Do you have what it takes to join us? Are you driven about your career and want to be surrounded by the best to support you to get there?
Regardless of your recruitment or sales background, are you interested in the world of Education and how you can make a difference to 1000s of pupils and job seekers?
Are you looking for a forward-thinking company and team who listens and supports you, giving you the best chance of success and balance?

Join Protocol Education!
Part of the dynamically growing Supporting Education Group, Protocol Education is one of the UK's leading education recruitment agencies, with hundreds of thousands of teachers who have chosen us since 1993 and over 3,000 schools who trust us as their provider every year. We have over 30 branches across England and are the first-choice agency for over 10,000 educators.
We match talented educators with schools and whether it is finding the best teaching assistant to support literacy or a maths teacher to deliver curriculum continuity for a group of GCSE maths pupils, our teams go home at night knowing they have played a part in the education of thousands of pupils and in the careers of countless educators.
We are on an exciting journey of growth, and we are looking to add Candidate Compliance Administrator to our Safeguarding & Compliance team in London, Kingston.
Who We Are: Safeguarding & Compliance

Our teams are dynamic, energetic and we love working together and welcoming new colleagues. Everyone is always supported to learn and develop as they begin an exciting new journey - after all, we've all been there! We are straight talkers and value open and fluid communication - it is our strong belief that everyone's thoughts and ideas count in our journey of continuous improvement. We work hard, but we also have fun and celebrate our successes. Most recently we won the company's Living Our Values award for Integrity which was recognised with a trophy at our Summer event and a team night out to celebrate!

The Role

This position is an excellent first step for anyone looking to build a successful career in recruitment. You will be joining the team led by an experienced manager keen to enable you to hit your full potential. This position requires fast and accurate data entry, working on two separate IT systems, processing individual's background checks, general compliance administration and dealing with consultant, client and candidate queries.
Who You Are
A highly enthusiastic perpetual learner, you will flourish in our team if you:
Are passionate about the difference education can make in the world, regardless of whether or not you have worked in the sector before
Love talking to people and you're great at written communication as well
Have a project management mindset: you think logically through stages of activities, you plan, deliver and follow-up
Are curious and inquisitive and thrive on listening to people and understanding their backgrounds, needs and aspirations
Enjoy teamwork and are able to demonstrate autonomy and initiative
You are ambitious and looking to be recognised for your hard work and success through promotion and career development
What We Offer
Competitive starting salary
Clear career path with regular promotion and salary reviews
Termly incentives, which are three times a year with the potential of earning up to £1,500
Ad hoc incentives, rewards and prizes throughout the year varying from a free lunch to extra days holiday
The backing of a market leading specialist company, established for over 25 years
Group wide training, resources and development and fantastic market leading technology to give you the data, insights and resources to succeed
Hybrid working options & positive work-life balance
Cash Plan medical cover
Discounted gym membership, discounts on purchases at a large selection of national retailers, free monthly cinema tickets
Contributory stakeholder pension and life assurance
Excellent central support departments to support you, your career and your success
Generous holiday entitlement which increases with service
Company Wellness Centre with regular meditation, mindfulness and yoga sessions
Two awesome company events a year
Colleague referral bonus
Employee travel loans (London only)
If all this is making you wonder what it would be like to work with us, don't hesitate: send us your CV and we will be in touch shortly to talk through next steps.
PEIND123
Show Less
Report"
"The AA
3.6","Future AA Graduate Programme - Digital, Data and Innovation","London, England",£26K - £70K (Employer Est.),"£32,000 /yr (est.)",5001 to 10000 Employees,1905,Company - Public,Motor Vehicle Repair & Maintenance,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.2,3.4,3.5,3.3,3.4,"Company description
Take your Future the Extra Mile
As the UK’s largest motoring organisation, we’re ready for whatever challenge tomorrow brings. With the move towards electric cars accelerating, and software and data becoming ever more integral to cars and driving we’re embracing new technology and innovation every day! We’re breaking new (and sometimes surprising) ground, to benefit our customers and our people and we need ambitious, talented graduates to work across our Digital, Data and Innovation teams to break new ground with us.
Click below to find out more and apply…
Location – London
Duration – 2 Years
Starting Salary - £32,000
Entry Requirements - A 2:1 degree (or higher) STEM degree is beneficial, but not essential. Must be in your final year of university to apply for this role.
If you are passionate about technology and have a non-STEM related degree, then we’d still love to hear from you.

#LI-theaa
This is the job
A 2-year programme designed to give you depth and breadth of knowledge in our Digital, Data and Innovation teams
When you join the programme, you do so on a permanent contract
Work on live projects that build your experiences and skills
Work across 3 8-month rotations during the 2 years
Participate in a variety of on-the-job training to ensure you are fully equipped to perform at your role
Access to many technical and professional mentors and self-paced learning opportunities at your fingertips.
What will I be doing?
Our Digital Team
Digital is central to the future strategy of The AA. We have some great Digital technology, and our customers love using our mobile app. But we are aware that we can’t stand still. We need to continue to build our Digital capabilities, develop new journeys and ensure we are delighting customers. We want to create Digital convenience, with human care.
You could be working on product development, our content and design strategies or developing new journeys in our engineering teams. No day will be the same. It’s fast paced, full of energy and with great team spirit.
Our Data Team
It is a very exciting time in the Data and Analytics team as we’ve started to grow our data science and analytics capabilities. We are using fantastic products like Databricks for data engineering, PowerBI for visualisation and python and R for data science. We have committed to delivering a new insight every week as we are sitting on a goldmine of big data, and we have a plan to deliver revenue generating data products using algorithms.
We will be helping you pick up new skills. Your tasks will include data cleansing, data wrangling, analysis and if you are up for it write your own algorithms. There are opportunities to learn data engineering skills, data governance, visualisation and even project management.
Our Innovation Team
Our innovation team is building and scaling new businesses that give the AA a long term and exciting future. You’ll be turning ideas into operational businesses and learning all the lean start-up fundamentals of how to create something new and valuable within a big corporate environment.
As an example, we are currently creating a new venture that transform the way in which our customers maintain their cars.
What do I need?
A predicted 2:1 degree (or higher) STEM degree is beneficial, but not essential.
You must be in your final year of university to apply for this role.
Additional Information
We are always looking to recognise and reward our employees for the work they do. As a valued member of the AA team, you'll have access to a range of benefits including:
Diverse learning and development opportunities to support you to progress in your career
25 days annual leave with the option to buy 5 more days, plus 8 bank holidays
Discounts on AA products including car and home insurance
Employee discount scheme that gives you access to a car salary sacrifice scheme plus great discounts on healthcare, shopping, holidays and more
Worksave pension scheme with up to 7% employer contribution
Dedicated Employee Assistance Programme
Plus, so much more!
Join us on our journey and we promise you this: Anything can happen.
Successful candidates will join the business in September 2023.
To apply to this job, click Apply Now
Show Less
Report"
